"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","CU5KYT","CHIKUNGUNYA","Undetermined",0,"JT-23-08-21",2023-08-22
"2","JT","CU5KYT","CHIKUNGUNYA","Undetermined",0,"JT-23-08-21",2023-08-22
"3","FH","NY4ADA","CHIKUNGUNYA","Undetermined",0,"FH-23-08-21",2023-08-22
"4","FH","NY4ADA","CHIKUNGUNYA","Undetermined",0,"FH-23-08-21",2023-08-22
"5","HS","L22EF6","CHIKUNGUNYA","Undetermined",0,"HS-23-08-21",2023-08-22
"6","HS","L22EF6","CHIKUNGUNYA","Undetermined",0,"HS-23-08-21",2023-08-22
"7","RB","QURSYL","CHIKUNGUNYA","Undetermined",0,"RB-23-08-21",2023-08-22
"8","RB","QURSYL","CHIKUNGUNYA","Undetermined",0,"RB-23-08-21",2023-08-22
"9","AS","SPSU9B","CHIKUNGUNYA","Undetermined",0,"AS-23-08-22",2023-08-22
"10","AS","SPSU9B","CHIKUNGUNYA","Undetermined",0,"AS-23-08-22",2023-08-22
"11","TC","VKAYEK","CHIKUNGUNYA","Undetermined",0,"TC-23-08-22",2023-08-22
"12","TC","VKAYEK","CHIKUNGUNYA","Undetermined",0,"TC-23-08-22",2023-08-22
"13","MC","B8U79U","CHIKUNGUNYA","Undetermined",0,"MC-23-08-22",2023-08-22
"14","MC","B8U79U","CHIKUNGUNYA","Undetermined",0,"MC-23-08-22",2023-08-22
"15","IA","PJ3FHF","CHIKUNGUNYA","Undetermined",0,"IA-23-08-22",2023-08-22
"16","IA","PJ3FHF","CHIKUNGUNYA","Undetermined",0,"IA-23-08-22",2023-08-22
"17","PT","MCRYW3","CHIKUNGUNYA","Undetermined",0,"PT-23-08-22",2023-08-22
"18","PT","MCRYW3","CHIKUNGUNYA","Undetermined",0,"PT-23-08-22",2023-08-22
"19","HO","S8KPUK","CHIKUNGUNYA","Undetermined",0,"HO-23-08-22",2023-08-22
"20","HO","S8KPUK","CHIKUNGUNYA","Undetermined",0,"HO-23-08-22",2023-08-22
"21","LB","X3UC4D","CHIKUNGUNYA","Undetermined",0,"LB_TX1-08-23",2023-08-23
"22","LB","X3UC4D","CHIKUNGUNYA","Undetermined",0,"LB_TX1-08-23",2023-08-23
"23","WF","AFQ28Y","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-08-21",2023-08-22
"24","WF","AFQ28Y","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-08-21",2023-08-22
"25","BC","U2VB8D","CHIKUNGUNYA","Undetermined",0,"BTC-2023-08-23",2023-08-23
"26","BC","U2VB8D","CHIKUNGUNYA","Undetermined",0,"BTC-2023-08-23",2023-08-23
"27","BW","AVYSTX","CHIKUNGUNYA","Undetermined",0,"BTW-2023-08-23",2023-08-23
"28","BW","AVYSTX","CHIKUNGUNYA","Undetermined",0,"BTW-2023-08-23",2023-08-23
