"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","T4EBU7","CHIKUNGUNYA","Undetermined",0,"JT-23-10-03",2023-10-03
"2","JT","T4EBU7","CHIKUNGUNYA","Undetermined",0,"JT-23-10-03",2023-10-03
"3","FH","NPJFMQ","CHIKUNGUNYA","Undetermined",0,"FH-23-10-03",2023-10-03
"4","FH","NPJFMQ","CHIKUNGUNYA","Undetermined",0,"FH-23-10-03",2023-10-03
"5","HS","RBRXV2","CHIKUNGUNYA","Undetermined",0,"HS-23-10-03",2023-10-03
"6","HS","RBRXV2","CHIKUNGUNYA","Undetermined",0,"HS-23-10-03",2023-10-03
"7","RB","J9F7HR","CHIKUNGUNYA","Undetermined",0,"RB-23-10-03",2023-10-03
"8","RB","J9F7HR","CHIKUNGUNYA","Undetermined",0,"RB-23-10-03",2023-10-03
"9","AS","UDS5SR","CHIKUNGUNYA","Undetermined",0,"AS-23-10-03",2023-10-03
"10","AS","UDS5SR","CHIKUNGUNYA","Undetermined",0,"AS-23-10-03",2023-10-03
"11","TC","VHRUPZ","CHIKUNGUNYA","Undetermined",0,"TC-23-10-03",2023-10-03
"12","TC","VHRUPZ","CHIKUNGUNYA","Undetermined",0,"TC-23-10-03",2023-10-03
"13","MC","T5MNUL","CHIKUNGUNYA","Undetermined",0,"MC-23-10-03",2023-10-03
"14","MC","T5MNUL","CHIKUNGUNYA","Undetermined",0,"MC-23-10-03",2023-10-03
"15","IA","AUKKZE","CHIKUNGUNYA","Undetermined",0,"IA-23-10-03",2023-10-03
"16","IA","AUKKZE","CHIKUNGUNYA","Undetermined",0,"IA-23-10-03",2023-10-03
"17","PT","X8ZSN3","CHIKUNGUNYA","Undetermined",0,"PT-23-10-03",2023-10-03
"18","PT","X8ZSN3","CHIKUNGUNYA","Undetermined",0,"PT-23-10-03",2023-10-03
"19","HO","KA7JCR","CHIKUNGUNYA","Undetermined",0,"HO-23-10-03",2023-10-03
"20","HO","KA7JCR","CHIKUNGUNYA","Undetermined",0,"HO-23-10-03",2023-10-03
"21","LB","XC7P3F","CHIKUNGUNYA","Undetermined",0,"LB_TX1-10-03",2023-10-03
"22","LB","XC7P3F","CHIKUNGUNYA","Undetermined",0,"LB_TX1-10-03",2023-10-03
"23","WF","ME4WRV","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-10-03",2023-10-03
"24","WF","ME4WRV","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-10-03",2023-10-03
"25","BC","HF3CZB","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-04",2023-10-04
"26","BC","HF3CZB","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-04",2023-10-04
"27","HW","GJWGBY","CHIKUNGUNYA","Undetermined",0,"HW-2023-2023-10-04",2023-10-04
"28","HW","GJWGBY","CHIKUNGUNYA","Undetermined",0,"HW-2023-2023-10-04",2023-10-04
"29","FR","YY6KKF","CHIKUNGUNYA","Undetermined",0,"Fon-2023-10-04",2023-10-04
"30","FR","YY6KKF","CHIKUNGUNYA","Undetermined",0,"Fon-2023-10-04",2023-10-04
"31","S1","BVNHBZ","CHIKUNGUNYA","Undetermined",0,"49275505-A",2023-10-03
"32","S1","BVNHBZ","CHIKUNGUNYA","Undetermined",0,"49275505-A",2023-10-03
"33","S2","KJ6457","CHIKUNGUNYA","Undetermined",0,"49275506-B",2023-10-03
"34","S2","KJ6457","CHIKUNGUNYA","Undetermined",0,"49275506-B",2023-10-03
"35","WC","B4UMN5","CHIKUNGUNYA","Undetermined",0,"49259002-A",2023-10-03
"36","WC","B4UMN5","CHIKUNGUNYA","Undetermined",0,"49259002-A",2023-10-03
"37","B1","PYHH2Y","CHIKUNGUNYA","Undetermined",0,"BSR- 10423",2023-10-05
"38","B1","PYHH2Y","CHIKUNGUNYA","Undetermined",0,"BSR- 10423",2023-10-05
"39","B2","TMZ8MD","CHIKUNGUNYA","Undetermined",0,"SABIB- 10423",2023-10-05
"40","B2","TMZ8MD","CHIKUNGUNYA","Undetermined",0,"SABIB- 10423",2023-10-05
"41","JT","T4EBU7","DENGUE","Undetermined",0,"JT-23-10-03",2023-10-03
"42","JT","T4EBU7","DENGUE","Undetermined",0,"JT-23-10-03",2023-10-03
"43","FH","NPJFMQ","DENGUE","Undetermined",0,"FH-23-10-03",2023-10-03
"44","FH","NPJFMQ","DENGUE","Undetermined",0,"FH-23-10-03",2023-10-03
"45","HS","RBRXV2","DENGUE","Undetermined",0,"HS-23-10-03",2023-10-03
"46","HS","RBRXV2","DENGUE","Undetermined",0,"HS-23-10-03",2023-10-03
"47","RB","J9F7HR","DENGUE","Undetermined",0,"RB-23-10-03",2023-10-03
"48","RB","J9F7HR","DENGUE","Undetermined",0,"RB-23-10-03",2023-10-03
"49","AS","UDS5SR","DENGUE","Undetermined",0,"AS-23-10-03",2023-10-03
"50","AS","UDS5SR","DENGUE","Undetermined",0,"AS-23-10-03",2023-10-03
"51","TC","VHRUPZ","DENGUE","Undetermined",0,"TC-23-10-03",2023-10-03
"52","TC","VHRUPZ","DENGUE","Undetermined",0,"TC-23-10-03",2023-10-03
"53","MC","T5MNUL","DENGUE","Undetermined",0,"MC-23-10-03",2023-10-03
"54","MC","T5MNUL","DENGUE","Undetermined",0,"MC-23-10-03",2023-10-03
"55","IA","AUKKZE","DENGUE","Undetermined",0,"IA-23-10-03",2023-10-03
"56","IA","AUKKZE","DENGUE","Undetermined",0,"IA-23-10-03",2023-10-03
"57","PT","X8ZSN3","DENGUE","Undetermined",0,"PT-23-10-03",2023-10-03
"58","PT","X8ZSN3","DENGUE","Undetermined",0,"PT-23-10-03",2023-10-03
"59","HO","KA7JCR","DENGUE","Undetermined",0,"HO-23-10-03",2023-10-03
"60","HO","KA7JCR","DENGUE","Undetermined",0,"HO-23-10-03",2023-10-03
"61","LB","XC7P3F","DENGUE","Undetermined",0,"LB_TX1-10-03",2023-10-03
"62","LB","XC7P3F","DENGUE","Undetermined",0,"LB_TX1-10-03",2023-10-03
"63","WF","ME4WRV","DENGUE","Undetermined",0,"Wichita Falls-10-03",2023-10-03
"64","WF","ME4WRV","DENGUE","Undetermined",0,"Wichita Falls-10-03",2023-10-03
"65","BC","HF3CZB","DENGUE","Undetermined",0,"BTC-2023-10-04",2023-10-04
"66","BC","HF3CZB","DENGUE","Undetermined",0,"BTC-2023-10-04",2023-10-04
"67","HW","GJWGBY","DENGUE","Undetermined",0,"HW-2023-2023-10-04",2023-10-04
"68","HW","GJWGBY","DENGUE","Undetermined",0,"HW-2023-2023-10-04",2023-10-04
"69","FR","YY6KKF","DENGUE","Undetermined",0,"Fon-2023-10-04",2023-10-04
"70","FR","YY6KKF","DENGUE","Undetermined",0,"Fon-2023-10-04",2023-10-04
