"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","AVX957","CHIKUNGUNYA","Undetermined",0,"JT-23-09-26",2023-09-26
"5","JT","AVX957","CHIKUNGUNYA","Undetermined",0,"JT-23-09-26",2023-09-26
"9","FH","UQUDZV","CHIKUNGUNYA","Undetermined",0,"FH-23-09-26",2023-09-26
"13","FH","UQUDZV","CHIKUNGUNYA","Undetermined",0,"FH-23-09-26",2023-09-26
"17","HS","QK8J7F","CHIKUNGUNYA","Undetermined",0,"HS-23-09-26",2023-09-26
"21","HS","QK8J7F","CHIKUNGUNYA","Undetermined",0,"HS-23-09-26",2023-09-26
"25","RB","WWFQZP","CHIKUNGUNYA","Undetermined",0,"RB-23-09-26",2023-09-26
"29","RB","WWFQZP","CHIKUNGUNYA","Undetermined",0,"RB-23-09-26",2023-09-26
"33","AS","K4YU8Y","CHIKUNGUNYA","Undetermined",0,"AS-23-09-26",2023-09-26
"37","AS","K4YU8Y","CHIKUNGUNYA","Undetermined",0,"AS-23-09-26",2023-09-26
"41","TC","ELS3UY","CHIKUNGUNYA","Undetermined",0,"TC-23-09-26",2023-09-26
"45","TC","ELS3UY","CHIKUNGUNYA","Undetermined",0,"TC-23-09-26",2023-09-26
"49","MC","C8WQVL","CHIKUNGUNYA","Undetermined",0,"MC-23-09-26",2023-09-26
"53","MC","C8WQVL","CHIKUNGUNYA","Undetermined",0,"MC-23-09-26",2023-09-26
"57","IA","EG2H55","CHIKUNGUNYA","Undetermined",0,"IA-23-09-26",2023-09-26
"61","IA","EG2H55","CHIKUNGUNYA","Undetermined",0,"IA-23-09-26",2023-09-26
"65","PT","TWHWWM","CHIKUNGUNYA","Undetermined",0,"PT-23-09-26",2023-09-26
"69","PT","TWHWWM","CHIKUNGUNYA","Undetermined",0,"PT-23-09-26",2023-09-26
"73","HO","AEGZHZ","CHIKUNGUNYA","Undetermined",0,"HO-23-09-26",2023-09-26
"77","HO","AEGZHZ","CHIKUNGUNYA","Undetermined",0,"HO-23-09-26",2023-09-26
"81","LB","XZEXLS","CHIKUNGUNYA","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"85","LB","XZEXLS","CHIKUNGUNYA","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"89","WF","HDUZAN","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"93","WF","HDUZAN","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"97","BC","V8QMBW","CHIKUNGUNYA","Undetermined",0,"BTC-2023-09-27",2023-09-27
"101","BC","V8QMBW","CHIKUNGUNYA","Undetermined",0,"BTC-2023-09-27",2023-09-27
"105","BW","MYVC2T","CHIKUNGUNYA","Undetermined",0,"BTW-2023-09-27",2023-09-27
"109","BW","MYVC2T","CHIKUNGUNYA","Undetermined",0,"BTW-2023-09-27",2023-09-27
"113","HW","C7CBRQ","CHIKUNGUNYA","Undetermined",0,"HW-2023-09-27",2023-09-27
"117","HW","C7CBRQ","CHIKUNGUNYA","Undetermined",0,"HW-2023-09-27",2023-09-27
"121","FR","NXC9KW","CHIKUNGUNYA","Undetermined",0,"Fon-2023-09-27",2023-09-27
"125","FR","NXC9KW","CHIKUNGUNYA","Undetermined",0,"Fon-2023-09-27",2023-09-27
"129","S1","HNW4E4","CHIKUNGUNYA","Undetermined",0,"49617904-A",2023-09-26
"133","S1","HNW4E4","CHIKUNGUNYA","Undetermined",0,"49617904-A",2023-09-26
"137","S2","V4UX8P","CHIKUNGUNYA","Undetermined",0,"49617905-A",2023-09-26
"141","S2","V4UX8P","CHIKUNGUNYA","Undetermined",0,"49617905-A",2023-09-26
"145","WC","X76258","CHIKUNGUNYA","Undetermined",0,"49158902-A",2023-09-26
"149","WC","X76258","CHIKUNGUNYA","Undetermined",0,"49158902-A",2023-09-26
"153","B1","ZXRCTT","CHIKUNGUNYA","Undetermined",0,"BSR- 92723",2023-09-28
"157","B1","ZXRCTT","CHIKUNGUNYA","Undetermined",0,"BSR- 92723",2023-09-28
"161","B2","XZB3SK","CHIKUNGUNYA","Undetermined",0,"SABIB- 92723",2023-09-28
"165","B2","XZB3SK","CHIKUNGUNYA","Undetermined",0,"SABIB- 92723",2023-09-28
"2","JT","AVX957","DENGUE","Undetermined",0,"JT-23-09-26",2023-09-26
"6","JT","AVX957","DENGUE","Undetermined",0,"JT-23-09-26",2023-09-26
"10","FH","UQUDZV","DENGUE","Undetermined",0,"FH-23-09-26",2023-09-26
"14","FH","UQUDZV","DENGUE","Undetermined",0,"FH-23-09-26",2023-09-26
"18","HS","QK8J7F","DENGUE","Undetermined",0,"HS-23-09-26",2023-09-26
"22","HS","QK8J7F","DENGUE","Undetermined",0,"HS-23-09-26",2023-09-26
"26","RB","WWFQZP","DENGUE","Undetermined",0,"RB-23-09-26",2023-09-26
"30","RB","WWFQZP","DENGUE","Undetermined",0,"RB-23-09-26",2023-09-26
"34","AS","K4YU8Y","DENGUE","Undetermined",0,"AS-23-09-26",2023-09-26
"38","AS","K4YU8Y","DENGUE","Undetermined",0,"AS-23-09-26",2023-09-26
"42","TC","ELS3UY","DENGUE","Undetermined",0,"TC-23-09-26",2023-09-26
"46","TC","ELS3UY","DENGUE","Undetermined",0,"TC-23-09-26",2023-09-26
"50","MC","C8WQVL","DENGUE","Undetermined",0,"MC-23-09-26",2023-09-26
"54","MC","C8WQVL","DENGUE","Undetermined",0,"MC-23-09-26",2023-09-26
"58","IA","EG2H55","DENGUE","Undetermined",0,"IA-23-09-26",2023-09-26
"62","IA","EG2H55","DENGUE","Undetermined",0,"IA-23-09-26",2023-09-26
"66","PT","TWHWWM","DENGUE","Undetermined",0,"PT-23-09-26",2023-09-26
"70","PT","TWHWWM","DENGUE","Undetermined",0,"PT-23-09-26",2023-09-26
"74","HO","AEGZHZ","DENGUE","Undetermined",0,"HO-23-09-26",2023-09-26
"78","HO","AEGZHZ","DENGUE","Undetermined",0,"HO-23-09-26",2023-09-26
"82","LB","XZEXLS","DENGUE","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"86","LB","XZEXLS","DENGUE","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"90","WF","HDUZAN","DENGUE","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"94","WF","HDUZAN","DENGUE","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"98","BC","V8QMBW","DENGUE","Undetermined",0,"BTC-2023-09-27",2023-09-27
"102","BC","V8QMBW","DENGUE","Undetermined",0,"BTC-2023-09-27",2023-09-27
"106","BW","MYVC2T","DENGUE","Undetermined",0,"BTW-2023-09-27",2023-09-27
"110","BW","MYVC2T","DENGUE","Undetermined",0,"BTW-2023-09-27",2023-09-27
"114","HW","C7CBRQ","DENGUE","Undetermined",0,"HW-2023-09-27",2023-09-27
"118","HW","C7CBRQ","DENGUE","Undetermined",0,"HW-2023-09-27",2023-09-27
"122","FR","NXC9KW","DENGUE","Undetermined",0,"Fon-2023-09-27",2023-09-27
"126","FR","NXC9KW","DENGUE","Undetermined",0,"Fon-2023-09-27",2023-09-27
"130","S1","HNW4E4","DENGUE","Undetermined",0,"49617904-A",2023-09-26
"134","S1","HNW4E4","DENGUE","Undetermined",0,"49617904-A",2023-09-26
"138","S2","V4UX8P","DENGUE","Undetermined",0,"49617905-A",2023-09-26
"142","S2","V4UX8P","DENGUE","Undetermined",0,"49617905-A",2023-09-26
"146","WC","X76258","DENGUE","Undetermined",0,"49158902-A",2023-09-26
"150","WC","X76258","DENGUE","Undetermined",0,"49158902-A",2023-09-26
"154","B1","ZXRCTT","DENGUE","Undetermined",0,"BSR- 92723",2023-09-28
"158","B1","ZXRCTT","DENGUE","Undetermined",0,"BSR- 92723",2023-09-28
"162","B2","XZB3SK","DENGUE","Undetermined",0,"SABIB- 92723",2023-09-28
"166","B2","XZB3SK","DENGUE","Undetermined",0,"SABIB- 92723",2023-09-28
"185","JT","AVX957","ENTERO","Undetermined",0,"JT-23-09-26",2023-09-26
"189","JT","AVX957","ENTERO","Undetermined",0,"JT-23-09-26",2023-09-26
"193","FH","UQUDZV","ENTERO","Undetermined",0,"FH-23-09-26",2023-09-26
"197","FH","UQUDZV","ENTERO","Undetermined",0,"FH-23-09-26",2023-09-26
"201","HS","QK8J7F","ENTERO","Undetermined",0,"HS-23-09-26",2023-09-26
"205","HS","QK8J7F","ENTERO","Undetermined",0,"HS-23-09-26",2023-09-26
"209","RB","WWFQZP","ENTERO","Undetermined",0,"RB-23-09-26",2023-09-26
"213","RB","WWFQZP","ENTERO","Undetermined",0,"RB-23-09-26",2023-09-26
"217","AS","K4YU8Y","ENTERO","Undetermined",0,"AS-23-09-26",2023-09-26
"221","AS","K4YU8Y","ENTERO","Undetermined",0,"AS-23-09-26",2023-09-26
"225","TC","ELS3UY","ENTERO","Undetermined",0,"TC-23-09-26",2023-09-26
"229","TC","ELS3UY","ENTERO","Undetermined",0,"TC-23-09-26",2023-09-26
"233","MC","C8WQVL","ENTERO","Undetermined",0,"MC-23-09-26",2023-09-26
"237","MC","C8WQVL","ENTERO","Undetermined",0,"MC-23-09-26",2023-09-26
"241","IA","EG2H55","ENTERO","Undetermined",0,"IA-23-09-26",2023-09-26
"245","IA","EG2H55","ENTERO","Undetermined",0,"IA-23-09-26",2023-09-26
"249","PT","TWHWWM","ENTERO","Undetermined",0,"PT-23-09-26",2023-09-26
"253","PT","TWHWWM","ENTERO","Undetermined",0,"PT-23-09-26",2023-09-26
"257","HO","AEGZHZ","ENTERO","Undetermined",0,"HO-23-09-26",2023-09-26
"261","HO","AEGZHZ","ENTERO","Undetermined",0,"HO-23-09-26",2023-09-26
"265","LB","XZEXLS","ENTERO","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"269","LB","XZEXLS","ENTERO","Undetermined",0,"LB_TX1-2023-09-26",2023-09-26
"273","WF","HDUZAN","ENTERO","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"277","WF","HDUZAN","ENTERO","Undetermined",0,"Wichita Falls-2023-09-26",2023-09-26
"281","BC","V8QMBW","ENTERO","Undetermined",0,"BTC-2023-09-27",2023-09-27
"285","BC","V8QMBW","ENTERO","Undetermined",0,"BTC-2023-09-27",2023-09-27
"289","BW","MYVC2T","ENTERO","Undetermined",0,"BTW-2023-09-27",2023-09-27
"293","BW","MYVC2T","ENTERO","Undetermined",0,"BTW-2023-09-27",2023-09-27
"297","HW","C7CBRQ","ENTERO","Undetermined",0,"HW-2023-09-27",2023-09-27
