"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","FH","ST75WU","CHIKUNGUNYA","Undetermined",0,"FH-23-09-19",2023-09-19
"2","FH","ST75WU","CHIKUNGUNYA","Undetermined",0,"FH-23-09-19",2023-09-19
"3","HS","UG5PD6","CHIKUNGUNYA","Undetermined",0,"HS-23-09-19",2023-09-19
"4","HS","UG5PD6","CHIKUNGUNYA","Undetermined",0,"HS-23-09-19",2023-09-19
"5","RB","EEUGF4","CHIKUNGUNYA","Undetermined",0,"RB-23-09-19",2023-09-19
"6","RB","EEUGF4","CHIKUNGUNYA","Undetermined",0,"RB-23-09-19",2023-09-19
"7","AS","YMMYSP","CHIKUNGUNYA","Undetermined",0,"AS-23-09-19",2023-09-19
"8","AS","YMMYSP","CHIKUNGUNYA","Undetermined",0,"AS-23-09-19",2023-09-19
"9","TC","DPRT3Y","CHIKUNGUNYA","Undetermined",0,"TC-23-09-19",2023-09-19
"10","TC","DPRT3Y","CHIKUNGUNYA","Undetermined",0,"TC-23-09-19",2023-09-19
"11","MC","UTTYTE","CHIKUNGUNYA","Undetermined",0,"MC-23-09-19",2023-09-19
"12","MC","UTTYTE","CHIKUNGUNYA","Undetermined",0,"MC-23-09-19",2023-09-19
"13","IA","ML8U3B","CHIKUNGUNYA","Undetermined",0,"IA-23-09-19",2023-09-19
"14","IA","ML8U3B","CHIKUNGUNYA","Undetermined",0,"IA-23-09-19",2023-09-19
"15","HO","P98QR2","CHIKUNGUNYA","Undetermined",0,"HO-23-09-19",2023-09-19
"16","HO","P98QR2","CHIKUNGUNYA","Undetermined",0,"HO-23-09-19",2023-09-19
"17","LB","CFV56Q","CHIKUNGUNYA","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"18","LB","CFV56Q","CHIKUNGUNYA","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"19","WF","ALDQSW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"20","WF","ALDQSW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"21","BC","KRBMC3","CHIKUNGUNYA","Undetermined",0,"BTC-2023-09-20",2023-09-20
"22","BC","KRBMC3","CHIKUNGUNYA","Undetermined",0,"BTC-2023-09-20",2023-09-20
"23","BW","NWWGSX","CHIKUNGUNYA","Undetermined",0,"BTW-2023-09-20",2023-09-20
"24","BW","NWWGSX","CHIKUNGUNYA","Undetermined",0,"BTW-2023-09-20",2023-09-20
"25","HW","UD3GV2","CHIKUNGUNYA","Undetermined",0,"HW-2023-09-20",2023-09-20
"26","HW","UD3GV2","CHIKUNGUNYA","Undetermined",0,"HW-2023-09-20",2023-09-20
"27","FR","FJSN46","CHIKUNGUNYA","Undetermined",0,"Fon-2023-09-20",2023-09-20
"28","FR","FJSN46","CHIKUNGUNYA","Undetermined",0,"Fon-2023-09-20",2023-09-20
"29","S2","PHLJWF","CHIKUNGUNYA","Undetermined",0,"49054904A",2023-09-19
"30","S2","PHLJWF","CHIKUNGUNYA","Undetermined",0,"49054904A",2023-09-19
"31","WC","FUVWWP","CHIKUNGUNYA","Undetermined",0,"49050702A",2023-09-19
"32","WC","FUVWWP","CHIKUNGUNYA","Undetermined",0,"49050702A",2023-09-19
"33","B1","CFGMJA","CHIKUNGUNYA","Undetermined",0,"BSR- 92023",2023-09-21
"34","B1","CFGMJA","CHIKUNGUNYA","Undetermined",0,"BSR- 92023",2023-09-21
"35","B2","K5S4CR","CHIKUNGUNYA","Undetermined",0,"SABIB- 92023",2023-09-21
"36","B2","K5S4CR","CHIKUNGUNYA","Undetermined",0,"SABIB- 92023",2023-09-21
"37","FH","ST75WU","DENGUE","Undetermined",0,"FH-23-09-19",2023-09-19
"38","FH","ST75WU","DENGUE","Undetermined",0,"FH-23-09-19",2023-09-19
"39","HS","UG5PD6","DENGUE","Undetermined",0,"HS-23-09-19",2023-09-19
"40","HS","UG5PD6","DENGUE","Undetermined",0,"HS-23-09-19",2023-09-19
"41","RB","EEUGF4","DENGUE","Undetermined",0,"RB-23-09-19",2023-09-19
"42","RB","EEUGF4","DENGUE","Undetermined",0,"RB-23-09-19",2023-09-19
"43","AS","YMMYSP","DENGUE","Undetermined",0,"AS-23-09-19",2023-09-19
"44","AS","YMMYSP","DENGUE","Undetermined",0,"AS-23-09-19",2023-09-19
"45","TC","DPRT3Y","DENGUE","Undetermined",0,"TC-23-09-19",2023-09-19
"46","TC","DPRT3Y","DENGUE","Undetermined",0,"TC-23-09-19",2023-09-19
"47","MC","UTTYTE","DENGUE","Undetermined",0,"MC-23-09-19",2023-09-19
"48","MC","UTTYTE","DENGUE","Undetermined",0,"MC-23-09-19",2023-09-19
"49","IA","ML8U3B","DENGUE","Undetermined",0,"IA-23-09-19",2023-09-19
"50","IA","ML8U3B","DENGUE","Undetermined",0,"IA-23-09-19",2023-09-19
"51","HO","P98QR2","DENGUE","Undetermined",0,"HO-23-09-19",2023-09-19
"52","HO","P98QR2","DENGUE","Undetermined",0,"HO-23-09-19",2023-09-19
"53","LB","CFV56Q","DENGUE","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"54","LB","CFV56Q","DENGUE","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"55","WF","ALDQSW","DENGUE","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"56","WF","ALDQSW","DENGUE","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"57","BC","KRBMC3","DENGUE","Undetermined",0,"BTC-2023-09-20",2023-09-20
"58","BC","KRBMC3","DENGUE","Undetermined",0,"BTC-2023-09-20",2023-09-20
"59","BW","NWWGSX","DENGUE","Undetermined",0,"BTW-2023-09-20",2023-09-20
"60","BW","NWWGSX","DENGUE","Undetermined",0,"BTW-2023-09-20",2023-09-20
"61","HW","UD3GV2","DENGUE","Undetermined",0,"HW-2023-09-20",2023-09-20
"62","HW","UD3GV2","DENGUE","Undetermined",0,"HW-2023-09-20",2023-09-20
"63","FR","FJSN46","DENGUE","Undetermined",0,"Fon-2023-09-20",2023-09-20
"64","FR","FJSN46","DENGUE","Undetermined",0,"Fon-2023-09-20",2023-09-20
"65","S2","PHLJWF","DENGUE","Undetermined",0,"49054904A",2023-09-19
"66","S2","PHLJWF","DENGUE","Undetermined",0,"49054904A",2023-09-19
"67","WC","FUVWWP","DENGUE","Undetermined",0,"49050702A",2023-09-19
"68","WC","FUVWWP","DENGUE","Undetermined",0,"49050702A",2023-09-19
"69","B1","CFGMJA","DENGUE","Undetermined",0,"BSR- 92023",2023-09-21
"70","B1","CFGMJA","DENGUE","Undetermined",0,"BSR- 92023",2023-09-21
"71","B2","K5S4CR","DENGUE","Undetermined",0,"SABIB- 92023",2023-09-21
"72","B2","K5S4CR","DENGUE","Undetermined",0,"SABIB- 92023",2023-09-21
"73","FH","ST75WU","ENTERO","Undetermined",0,"FH-23-09-19",2023-09-19
"74","FH","ST75WU","ENTERO","Undetermined",0,"FH-23-09-19",2023-09-19
"75","HS","UG5PD6","ENTERO","Undetermined",0,"HS-23-09-19",2023-09-19
"76","HS","UG5PD6","ENTERO","Undetermined",0,"HS-23-09-19",2023-09-19
"77","RB","EEUGF4","ENTERO","Undetermined",0,"RB-23-09-19",2023-09-19
"78","RB","EEUGF4","ENTERO","Undetermined",0,"RB-23-09-19",2023-09-19
"79","AS","YMMYSP","ENTERO","Undetermined",0,"AS-23-09-19",2023-09-19
"80","AS","YMMYSP","ENTERO","Undetermined",0,"AS-23-09-19",2023-09-19
"81","TC","DPRT3Y","ENTERO","Undetermined",0,"TC-23-09-19",2023-09-19
"82","TC","DPRT3Y","ENTERO","Undetermined",0,"TC-23-09-19",2023-09-19
"83","MC","UTTYTE","ENTERO","Undetermined",0,"MC-23-09-19",2023-09-19
"84","MC","UTTYTE","ENTERO","Undetermined",0,"MC-23-09-19",2023-09-19
"85","IA","ML8U3B","ENTERO","Undetermined",0,"IA-23-09-19",2023-09-19
"86","IA","ML8U3B","ENTERO","Undetermined",0,"IA-23-09-19",2023-09-19
"87","HO","P98QR2","ENTERO","Undetermined",0,"HO-23-09-19",2023-09-19
"88","HO","P98QR2","ENTERO","Undetermined",0,"HO-23-09-19",2023-09-19
"89","LB","CFV56Q","ENTERO","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"90","LB","CFV56Q","ENTERO","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"91","WF","ALDQSW","ENTERO","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"92","WF","ALDQSW","ENTERO","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"93","BC","KRBMC3","ENTERO","Undetermined",0,"BTC-2023-09-20",2023-09-20
"94","BC","KRBMC3","ENTERO","Undetermined",0,"BTC-2023-09-20",2023-09-20
"95","BW","NWWGSX","ENTERO","Undetermined",0,"BTW-2023-09-20",2023-09-20
"96","BW","NWWGSX","ENTERO","Undetermined",0,"BTW-2023-09-20",2023-09-20
"97","HW","UD3GV2","ENTERO","Undetermined",0,"HW-2023-09-20",2023-09-20
"98","HW","UD3GV2","ENTERO","Undetermined",0,"HW-2023-09-20",2023-09-20
"99","FR","FJSN46","ENTERO","Undetermined",0,"Fon-2023-09-20",2023-09-20
"100","FR","FJSN46","ENTERO","Undetermined",0,"Fon-2023-09-20",2023-09-20
"101","S2","PHLJWF","ENTERO","Undetermined",0,"49054904A",2023-09-19
"102","S2","PHLJWF","ENTERO","Undetermined",0,"49054904A",2023-09-19
"103","WC","FUVWWP","ENTERO","Undetermined",0,"49050702A",2023-09-19
"104","WC","FUVWWP","ENTERO","Undetermined",0,"49050702A",2023-09-19
"105","B1","CFGMJA","ENTERO","Undetermined",0,"BSR- 92023",2023-09-21
"106","B1","CFGMJA","ENTERO","Undetermined",0,"BSR- 92023",2023-09-21
"107","B2","K5S4CR","ENTERO","Undetermined",0,"SABIB- 92023",2023-09-21
"108","B2","K5S4CR","ENTERO","Undetermined",0,"SABIB- 92023",2023-09-21
"109","FH","ST75WU","NOROVIRUS","Undetermined",0,"FH-23-09-19",2023-09-19
"110","FH","ST75WU","NOROVIRUS","Undetermined",0,"FH-23-09-19",2023-09-19
"111","HS","UG5PD6","NOROVIRUS","Undetermined",0,"HS-23-09-19",2023-09-19
"112","HS","UG5PD6","NOROVIRUS","Undetermined",0,"HS-23-09-19",2023-09-19
"113","RB","EEUGF4","NOROVIRUS","Undetermined",0,"RB-23-09-19",2023-09-19
"114","RB","EEUGF4","NOROVIRUS","Undetermined",0,"RB-23-09-19",2023-09-19
"115","AS","YMMYSP","NOROVIRUS","Undetermined",0,"AS-23-09-19",2023-09-19
"116","AS","YMMYSP","NOROVIRUS","33.118",295086.21,"AS-23-09-19",2023-09-19
"117","TC","DPRT3Y","NOROVIRUS","Undetermined",0,"TC-23-09-19",2023-09-19
"118","TC","DPRT3Y","NOROVIRUS","Undetermined",0,"TC-23-09-19",2023-09-19
"119","MC","UTTYTE","NOROVIRUS","36.64",25823.85,"MC-23-09-19",2023-09-19
"120","MC","UTTYTE","NOROVIRUS","43.886",172.193,"MC-23-09-19",2023-09-19
"121","IA","ML8U3B","NOROVIRUS","30.989",1285695.441,"IA-23-09-19",2023-09-19
"122","IA","ML8U3B","NOROVIRUS","30.734",1533609.112,"IA-23-09-19",2023-09-19
"123","HO","P98QR2","NOROVIRUS","30.896",1371279.842,"HO-23-09-19",2023-09-19
"124","HO","P98QR2","NOROVIRUS","30.832",1433128.89,"HO-23-09-19",2023-09-19
"125","LB","CFV56Q","NOROVIRUS","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"126","LB","CFV56Q","NOROVIRUS","Undetermined",0,"LB_TX1-23-09-19",2023-09-19
"127","WF","ALDQSW","NOROVIRUS","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"128","WF","ALDQSW","NOROVIRUS","Undetermined",0,"Wichita Falls-23-09-19",2023-09-19
"129","BC","KRBMC3","NOROVIRUS","Undetermined",0,"BTC-2023-09-20",2023-09-20
"130","BC","KRBMC3","NOROVIRUS","Undetermined",0,"BTC-2023-09-20",2023-09-20
"131","BW","NWWGSX","NOROVIRUS","29.432",3774468.641,"BTW-2023-09-20",2023-09-20
"132","BW","NWWGSX","NOROVIRUS","29.127",4660337.648,"BTW-2023-09-20",2023-09-20
"133","HW","UD3GV2","NOROVIRUS","30.509",1791522.174,"HW-2023-09-20",2023-09-20
"134","HW","UD3GV2","NOROVIRUS","32.6",421982.324,"HW-2023-09-20",2023-09-20
"135","FR","FJSN46","NOROVIRUS","Undetermined",0,"Fon-2023-09-20",2023-09-20
"136","FR","FJSN46","NOROVIRUS","Undetermined",0,"Fon-2023-09-20",2023-09-20
"137","S2","PHLJWF","NOROVIRUS","35.357",62731.613,"49054904A",2023-09-19
"138","S2","PHLJWF","NOROVIRUS","Undetermined",0,"49054904A",2023-09-19
"139","WC","FUVWWP","NOROVIRUS","Undetermined",0,"49050702A",2023-09-19
"140","WC","FUVWWP","NOROVIRUS","Undetermined",0,"49050702A",2023-09-19
"141","B1","CFGMJA","NOROVIRUS","30.388",1948132.916,"BSR- 92023",2023-09-21
