"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","CUDTQK","CHIKUNGUNYA","Undetermined",0,"JT-23-09-07",2023-09-07
"2","JT","CUDTQK","CHIKUNGUNYA","Undetermined",0,"JT-23-09-07",2023-09-07
"3","FH","UYGUD6","CHIKUNGUNYA","Undetermined",0,"FH-23-09-07",2023-09-07
"4","FH","UYGUD6","CHIKUNGUNYA","Undetermined",0,"FH-23-09-07",2023-09-07
"5","HS","PAK9WY","CHIKUNGUNYA","Undetermined",0,"HS-23-09-07",2023-09-07
"6","HS","PAK9WY","CHIKUNGUNYA","Undetermined",0,"HS-23-09-07",2023-09-07
"7","RB","QKF3AL","CHIKUNGUNYA","Undetermined",0,"RB-23-09-07",2023-09-07
"8","RB","QKF3AL","CHIKUNGUNYA","Undetermined",0,"RB-23-09-07",2023-09-07
"9","AS","JVD2ZU","CHIKUNGUNYA","Undetermined",0,"AS-23-09-05",2023-09-05
"10","AS","JVD2ZU","CHIKUNGUNYA","Undetermined",0,"AS-23-09-05",2023-09-05
"11","TC","CTAT87","CHIKUNGUNYA","Undetermined",0,"TC-23-09-05",2023-09-05
"12","TC","CTAT87","CHIKUNGUNYA","Undetermined",0,"TC-23-09-05",2023-09-05
"13","MC","VY9AEV","CHIKUNGUNYA","Undetermined",0,"MC-23-09-05",2023-09-05
"14","MC","VY9AEV","CHIKUNGUNYA","Undetermined",0,"MC-23-09-05",2023-09-05
"15","IA","C2X842","CHIKUNGUNYA","Undetermined",0,"IA-23-09-05",2023-09-05
"16","IA","C2X842","CHIKUNGUNYA","Undetermined",0,"IA-23-09-05",2023-09-05
"17","PT","GRMCF2","CHIKUNGUNYA","Undetermined",0,"PT-23-09-05",2023-09-05
"18","PT","GRMCF2","CHIKUNGUNYA","Undetermined",0,"PT-23-09-05",2023-09-05
"19","HO","HAT5FH","CHIKUNGUNYA","Undetermined",0,"HO-23-09-05",2023-09-05
"20","HO","HAT5FH","CHIKUNGUNYA","Undetermined",0,"HO-23-09-05",2023-09-05
"21","LB","DRYQZU","CHIKUNGUNYA","Undetermined",0,"LB_TX1-09-06",2023-09-06
"22","LB","DRYQZU","CHIKUNGUNYA","Undetermined",0,"LB_TX1-09-06",2023-09-06
"23","WF","QXXPPP","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-09-06",2023-09-06
