"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","CDYX3Y","CHIKUNGUNYA","Undetermined",0,"JT-23-23420",2023-07-18
"2","JT","CDYX3Y","CHIKUNGUNYA","Undetermined",0,"JT-23-23420",2023-07-18
"3","FH","C8235V","CHIKUNGUNYA","Undetermined",0,"FH-23-23421",2023-07-18
"4","FH","C8235V","CHIKUNGUNYA","Undetermined",0,"FH-23-23421",2023-07-18
"5","HS","S5X8D8","CHIKUNGUNYA","Undetermined",0,"HS-23-23422",2023-07-18
"6","HS","S5X8D8","CHIKUNGUNYA","Undetermined",0,"HS-23-23422",2023-07-18
"7","RB","YSDPKA","CHIKUNGUNYA","Undetermined",0,"RB-23-23423",2023-07-18
"8","RB","YSDPKA","CHIKUNGUNYA","Undetermined",0,"RB-23-23423",2023-07-18
"9","AS","FPTBYF","CHIKUNGUNYA","Undetermined",0,"AS-23-07-18",2023-07-18
"10","AS","FPTBYF","CHIKUNGUNYA","Undetermined",0,"AS-23-07-18",2023-07-18
"11","TC","CHZF68","CHIKUNGUNYA","Undetermined",0,"TC-23--07-18",2023-07-18
"12","TC","CHZF68","CHIKUNGUNYA","Undetermined",0,"TC-23--07-18",2023-07-18
"13","MC","SMYX76","CHIKUNGUNYA","Undetermined",0,"MC-23--07-18",2023-07-18
"14","MC","SMYX76","CHIKUNGUNYA","Undetermined",0,"MC-23--07-18",2023-07-18
"15","IA","JJ97VA","CHIKUNGUNYA","Undetermined",0,"IA-23--07-18",2023-07-18
"16","IA","JJ97VA","CHIKUNGUNYA","Undetermined",0,"IA-23--07-18",2023-07-18
"17","PT","HDSTES","CHIKUNGUNYA","Undetermined",0,"PT-23--07-18",2023-07-18
"18","PT","HDSTES","CHIKUNGUNYA","Undetermined",0,"PT-23--07-18",2023-07-18
"19","HO","U6FZ36","CHIKUNGUNYA","Undetermined",0,"HO-23--07-18",2023-07-18
"20","HO","U6FZ36","CHIKUNGUNYA","Undetermined",0,"HO-23--07-18",2023-07-18
"21","LB","ZCXH3T","CHIKUNGUNYA","Undetermined",0,"LB_TX1-07-18-2023",2023-07-18
"22","LB","ZCXH3T","CHIKUNGUNYA","Undetermined",0,"LB_TX1-07-18-2023",2023-07-18
"23","WF","GQ29DT","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-07-18-2023",2023-07-18
"24","WF","GQ29DT","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-07-18-2023",2023-07-18
"25","BC","MAFSVN","CHIKUNGUNYA","Undetermined",0,"BTC-2023-07-19",2023-07-19
"26","BC","MAFSVN","CHIKUNGUNYA","Undetermined",0,"BTC-2023-07-19",2023-07-19
"27","BW","H65A2K","CHIKUNGUNYA","Undetermined",0,"BTW-2023-07-19",2023-07-19
"28","BW","H65A2K","CHIKUNGUNYA","Undetermined",0,"BTW-2023-07-19",2023-07-19
"29","HW","ZTHEEJ","CHIKUNGUNYA","Undetermined",0,"HW-2023-07-19",2023-07-19
"30","HW","ZTHEEJ","CHIKUNGUNYA","Undetermined",0,"HW-2023-07-19",2023-07-19
"31","FR","TR2QNP","CHIKUNGUNYA","Undetermined",0,"Fon-2023-07-19",2023-07-19
"32","FR","TR2QNP","CHIKUNGUNYA","Undetermined",0,"Fon-2023-07-19",2023-07-19
"33","S1","UZNTEX","CHIKUNGUNYA","Undetermined",0,"D box A",2023-07-18
"34","S1","UZNTEX","CHIKUNGUNYA","Undetermined",0,"D box A",2023-07-18
"35","S2","BZDXKG","CHIKUNGUNYA","Undetermined",0,"D box C",2023-07-18
"36","S2","BZDXKG","CHIKUNGUNYA","Undetermined",0,"D box C",2023-07-18
"37","WC","L3HP6N","CHIKUNGUNYA","Undetermined",0,"4892602-A",2023-07-18
"38","WC","L3HP6N","CHIKUNGUNYA","Undetermined",0,"4892602-A",2023-07-18
"39","B1","FB2CYK","CHIKUNGUNYA","Undetermined",0,"BSR71923",2023-07-20
"40","B1","FB2CYK","CHIKUNGUNYA","Undetermined",0,"BSR71923",2023-07-20
"41","B2","CEF4YE","CHIKUNGUNYA","Undetermined",0,"SABIB71923",2023-07-20
"42","B2","CEF4YE","CHIKUNGUNYA","Undetermined",0,"SABIB71923",2023-07-20
"43","JT","CDYX3Y","DENGUE","Undetermined",0,"JT-23-23420",2023-07-18
"44","JT","CDYX3Y","DENGUE","Undetermined",0,"JT-23-23420",2023-07-18
"45","FH","C8235V","DENGUE","Undetermined",0,"FH-23-23421",2023-07-18
"46","FH","C8235V","DENGUE","Undetermined",0,"FH-23-23421",2023-07-18
"47","HS","S5X8D8","DENGUE","Undetermined",0,"HS-23-23422",2023-07-18
"48","HS","S5X8D8","DENGUE","Undetermined",0,"HS-23-23422",2023-07-18
"49","RB","YSDPKA","DENGUE","Undetermined",0,"RB-23-23423",2023-07-18
"50","RB","YSDPKA","DENGUE","Undetermined",0,"RB-23-23423",2023-07-18
"51","AS","FPTBYF","DENGUE","Undetermined",0,"AS-23-07-18",2023-07-18
"52","AS","FPTBYF","DENGUE","Undetermined",0,"AS-23-07-18",2023-07-18
