"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","W38QN4","CHIKUNGUNYA","Undetermined",0,"JT-24-01-04",2024-01-04
"2","JT","W38QN4","CHIKUNGUNYA","Undetermined",0,"JT-24-01-04",2024-01-04
"3","FH","RCCXLP","CHIKUNGUNYA","Undetermined",0,"FH-24-01-04",2024-01-04
"4","FH","RCCXLP","CHIKUNGUNYA","Undetermined",0,"FH-24-01-04",2024-01-04
"5","HS","NW9RTA","CHIKUNGUNYA","Undetermined",0,"HS-24-01-04",2024-01-04
"6","HS","NW9RTA","CHIKUNGUNYA","Undetermined",0,"HS-24-01-04",2024-01-04
"7","RB","JYBHJT","CHIKUNGUNYA","Undetermined",0,"RB-24-01-04",2024-01-04
"8","RB","JYBHJT","CHIKUNGUNYA","Undetermined",0,"RB-24-01-04",2024-01-04
"9","AS","A5VRTT","CHIKUNGUNYA","Undetermined",0,"AS-24-01-02",2024-01-02
"10","AS","A5VRTT","CHIKUNGUNYA","Undetermined",0,"AS-24-01-02",2024-01-02
"11","TC","UMLKND","CHIKUNGUNYA","Undetermined",0,"TC-24-01-02",2024-01-02
"12","TC","UMLKND","CHIKUNGUNYA","Undetermined",0,"TC-24-01-02",2024-01-02
"13","MC","LJMED5","CHIKUNGUNYA","Undetermined",0,"MC-24-01-02",2024-01-02
"14","MC","LJMED5","CHIKUNGUNYA","Undetermined",0,"MC-24-01-02",2024-01-02
"15","IA","MSFLKN","CHIKUNGUNYA","Undetermined",0,"IA-24-01-02",2024-01-02
"16","IA","MSFLKN","CHIKUNGUNYA","Undetermined",0,"IA-24-01-02",2024-01-02
"17","PT","RBZGKK","CHIKUNGUNYA","Undetermined",0,"PT-24-01-02",2024-01-02
"18","PT","RBZGKK","CHIKUNGUNYA","Undetermined",0,"PT-24-01-02",2024-01-02
"19","HO","GX5CTY","CHIKUNGUNYA","Undetermined",0,"HO-24-01-02",2024-01-02
"20","HO","GX5CTY","CHIKUNGUNYA","Undetermined",0,"HO-24-01-02",2024-01-02
"21","LB","AE7QU8","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-12-27",2024-01-03
"22","LB","AE7QU8","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-12-27",2024-01-03
"23","LB","GVNSCJ","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-01-02",2024-01-03
"24","LB","GVNSCJ","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-01-02",2024-01-03
"25","WF","K8MNRU","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-12-25",2024-01-03
"26","WF","K8MNRU","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-12-25",2024-01-03
"27","WF","Y6K9FA","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-01-01",2024-01-03
"28","WF","Y6K9FA","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-01-01",2024-01-03
"29","BC","FNHUQH","CHIKUNGUNYA","Undetermined",0,"BTC-2024-",2024-01-03
"30","BC","FNHUQH","CHIKUNGUNYA","Undetermined",0,"BTC-2024-",2024-01-03
"31","BW","F9NM5K","CHIKUNGUNYA","Undetermined",0,"BTW-2024-",2024-01-03
"32","BW","F9NM5K","CHIKUNGUNYA","Undetermined",0,"BTW-2024-",2024-01-03
"33","HW","B94UVA","CHIKUNGUNYA","Undetermined",0,"HW-2024-",2024-01-03
"34","HW","B94UVA","CHIKUNGUNYA","Undetermined",0,"HW-2024-",2024-01-03
"35","FR","LPUBNK","CHIKUNGUNYA","Undetermined",0,"Fon-2024-",2024-01-03
"36","FR","LPUBNK","CHIKUNGUNYA","Undetermined",0,"Fon-2024-",2024-01-03
"37","B1","SA9G6Q","CHIKUNGUNYA","Undetermined",0,"BSR-1324",2024-01-04
"38","B1","SA9G6Q","CHIKUNGUNYA","Undetermined",0,"BSR-1324",2024-01-04
"39","B2","SZSS48","CHIKUNGUNYA","Undetermined",0,"SABIB- 1324",2024-01-04
"40","B2","SZSS48","CHIKUNGUNYA","Undetermined",0,"SABIB- 1324",2024-01-04
"41","JT","W38QN4","DENGUE","Undetermined",0,"JT-24-01-04",2024-01-04
"42","JT","W38QN4","DENGUE","Undetermined",0,"JT-24-01-04",2024-01-04
"43","FH","RCCXLP","DENGUE","Undetermined",0,"FH-24-01-04",2024-01-04
"44","FH","RCCXLP","DENGUE","Undetermined",0,"FH-24-01-04",2024-01-04
"45","HS","NW9RTA","DENGUE","Undetermined",0,"HS-24-01-04",2024-01-04
"46","HS","NW9RTA","DENGUE","Undetermined",0,"HS-24-01-04",2024-01-04
"47","RB","JYBHJT","DENGUE","Undetermined",0,"RB-24-01-04",2024-01-04
"48","RB","JYBHJT","DENGUE","Undetermined",0,"RB-24-01-04",2024-01-04
"49","AS","A5VRTT","DENGUE","Undetermined",0,"AS-24-01-02",2024-01-02
"50","AS","A5VRTT","DENGUE","Undetermined",0,"AS-24-01-02",2024-01-02
"51","TC","UMLKND","DENGUE","Undetermined",0,"TC-24-01-02",2024-01-02
"52","TC","UMLKND","DENGUE","Undetermined",0,"TC-24-01-02",2024-01-02
"53","MC","LJMED5","DENGUE","Undetermined",0,"MC-24-01-02",2024-01-02
"54","MC","LJMED5","DENGUE","Undetermined",0,"MC-24-01-02",2024-01-02
"55","IA","MSFLKN","DENGUE","Undetermined",0,"IA-24-01-02",2024-01-02
"56","IA","MSFLKN","DENGUE","Undetermined",0,"IA-24-01-02",2024-01-02
"57","PT","RBZGKK","DENGUE","Undetermined",0,"PT-24-01-02",2024-01-02
"58","PT","RBZGKK","DENGUE","Undetermined",0,"PT-24-01-02",2024-01-02
"59","HO","GX5CTY","DENGUE","Undetermined",0,"HO-24-01-02",2024-01-02
"60","HO","GX5CTY","DENGUE","Undetermined",0,"HO-24-01-02",2024-01-02
"61","LB","AE7QU8","DENGUE","Undetermined",0,"LB_TX1-24-12-27",2024-01-03
"62","LB","AE7QU8","DENGUE","Undetermined",0,"LB_TX1-24-12-27",2024-01-03
"63","LB","GVNSCJ","DENGUE","Undetermined",0,"LB_TX1-24-01-02",2024-01-03
"64","LB","GVNSCJ","DENGUE","Undetermined",0,"LB_TX1-24-01-02",2024-01-03
"65","WF","K8MNRU","DENGUE","Undetermined",0,"Wichita Falls-24-12-25",2024-01-03
"66","WF","K8MNRU","DENGUE","Undetermined",0,"Wichita Falls-24-12-25",2024-01-03
"67","WF","Y6K9FA","DENGUE","Undetermined",0,"Wichita Falls-24-01-01",2024-01-03
"68","WF","Y6K9FA","DENGUE","Undetermined",0,"Wichita Falls-24-01-01",2024-01-03
"69","BC","FNHUQH","DENGUE","Undetermined",0,"BTC-2024-",2024-01-03
"70","BC","FNHUQH","DENGUE","Undetermined",0,"BTC-2024-",2024-01-03
"71","BW","F9NM5K","DENGUE","Undetermined",0,"BTW-2024-",2024-01-03
"72","BW","F9NM5K","DENGUE","Undetermined",0,"BTW-2024-",2024-01-03
"73","HW","B94UVA","DENGUE","Undetermined",0,"HW-2024-",2024-01-03
"74","HW","B94UVA","DENGUE","Undetermined",0,"HW-2024-",2024-01-03
"75","FR","LPUBNK","DENGUE","Undetermined",0,"Fon-2024-",2024-01-03
"76","FR","LPUBNK","DENGUE","Undetermined",0,"Fon-2024-",2024-01-03
"77","B1","SA9G6Q","DENGUE","Undetermined",0,"BSR-1324",2024-01-04
"78","B1","SA9G6Q","DENGUE","Undetermined",0,"BSR-1324",2024-01-04
"79","B2","SZSS48","DENGUE","Undetermined",0,"SABIB- 1324",2024-01-04
"80","B2","SZSS48","DENGUE","Undetermined",0,"SABIB- 1324",2024-01-04
"81","JT","W38QN4","ENTERO","Undetermined",0,"JT-24-01-04",2024-01-04
