"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"11046","JT","V7LED8","CHIKUNGUNYA","Undetermined",0,"JT-24-06-18",2024-06-18
"5194","JT","V7LED8","CHIKUNGUNYA","Undetermined",0,"JT-24-06-18",2024-06-18
"9191","FH","T7VHVE","CHIKUNGUNYA","Undetermined",0,"FH-24-06-18",2024-06-18
"13193","FH","T7VHVE","CHIKUNGUNYA","Undetermined",0,"FH-24-06-18",2024-06-18
"17148","HS","CF2AJ2","CHIKUNGUNYA","Undetermined",0,"HS-24-06-18",2024-06-18
"21160","HS","CF2AJ2","CHIKUNGUNYA","Undetermined",0,"HS-24-06-18",2024-06-18
"25157","RB","ZS3AUP","CHIKUNGUNYA","Undetermined",0,"RB-24-06-18",2024-06-18
"29156","RB","ZS3AUP","CHIKUNGUNYA","Undetermined",0,"RB-24-06-18",2024-06-18
"33151","AS","EU2FGG","CHIKUNGUNYA","Undetermined",0,"AS-24-06-18",2024-06-18
"3773","AS","EU2FGG","CHIKUNGUNYA","Undetermined",0,"AS-24-06-18",2024-06-18
"41106","TC","VZJUTL","CHIKUNGUNYA","Undetermined",0,"TC-24-06-18",2024-06-18
"4553","TC","VZJUTL","CHIKUNGUNYA","Undetermined",0,"TC-24-06-18",2024-06-18
"4952","MC","S4AQED","CHIKUNGUNYA","Undetermined",0,"MC-24-06-18",2024-06-18
"5352","MC","S4AQED","CHIKUNGUNYA","Undetermined",0,"MC-24-06-18",2024-06-18
"5751","IA","X9FBDC","CHIKUNGUNYA","Undetermined",0,"IA-24-06-18",2024-06-18
"6175","IA","X9FBDC","CHIKUNGUNYA","Undetermined",0,"IA-24-06-18",2024-06-18
"6551","PT","Z22KKG","CHIKUNGUNYA","Undetermined",0,"PT-24-06-18",2024-06-18
"6951","PT","Z22KKG","CHIKUNGUNYA","Undetermined",0,"PT-24-06-18",2024-06-18
"7352","HO","JBAJ6U","CHIKUNGUNYA","Undetermined",0,"HO-24-06-18",2024-06-18
"7751","HO","JBAJ6U","CHIKUNGUNYA","Undetermined",0,"HO-24-06-18",2024-06-18
"8197","LB","WHG7AB","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-",2024-06-19
"8551","LB","WHG7AB","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-",2024-06-19
