"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"11050","JT","UUC29C","CHIKUNGUNYA","Undetermined",0,"JT-24-06-25",2024-06-25
"5199","JT","UUC29C","CHIKUNGUNYA","Undetermined",0,"JT-24-06-25",2024-06-25
"9196","FH","GVJJUE","CHIKUNGUNYA","Undetermined",0,"FH-24-06-25",2024-06-25
"13198","FH","GVJJUE","CHIKUNGUNYA","Undetermined",0,"FH-24-06-25",2024-06-25
"17151","HS","WDGCWN","CHIKUNGUNYA","Undetermined",0,"HS-24-06-25",2024-06-25
"21164","HS","WDGCWN","CHIKUNGUNYA","Undetermined",0,"HS-24-06-25",2024-06-25
"25161","RB","Z86RC7","CHIKUNGUNYA","Undetermined",0,"RB-24-06-25",2024-06-25
"29160","RB","Z86RC7","CHIKUNGUNYA","Undetermined",0,"RB-24-06-25",2024-06-25
"33155","AS","HM7TH2","CHIKUNGUNYA","Undetermined",0,"AS-24-06-26",2024-06-26
"3776","AS","HM7TH2","CHIKUNGUNYA","Undetermined",0,"AS-24-06-26",2024-06-26
"41108","TC","L2RTSP","CHIKUNGUNYA","Undetermined",0,"TC-24-06-26",2024-06-26
"4555","TC","L2RTSP","CHIKUNGUNYA","Undetermined",0,"TC-24-06-26",2024-06-26
"4954","MC","WJ4FYQ","CHIKUNGUNYA","Undetermined",0,"MC-24-06-26",2024-06-26
"5354","MC","WJ4FYQ","CHIKUNGUNYA","Undetermined",0,"MC-24-06-26",2024-06-26
"5753","IA","JSRSUY","CHIKUNGUNYA","Undetermined",0,"IA-24-06-26",2024-06-26
"6179","IA","JSRSUY","CHIKUNGUNYA","Undetermined",0,"IA-24-06-26",2024-06-26
"6553","PT","QQCSW7","CHIKUNGUNYA","Undetermined",0,"PT-24-06-26",2024-06-26
"6953","PT","QQCSW7","CHIKUNGUNYA","Undetermined",0,"PT-24-06-26",2024-06-26
"81101","LB","GE4KFP","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-06-25",2024-06-25
"8553","LB","GE4KFP","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-06-25",2024-06-25
"8951","WF","URM2VJ","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-06-25",2024-06-25
"9352","WF","URM2VJ","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-06-25",2024-06-25
"9750","BC","MMWY8B","CHIKUNGUNYA","Undetermined",0,"BTC-2024-06-24",2024-06-24
"10176","BC","MMWY8B","CHIKUNGUNYA","Undetermined",0,"BTC-2024-06-24",2024-06-24
"10551","BW","C5VA3Y","CHIKUNGUNYA","Undetermined",0,"BTW-2024-06-24",2024-06-24
