"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","X7P4N4","CHIKUNGUNYA","Undetermined",0,"JT-24-02-13",2024-02-13
"2","JT","X7P4N4","CHIKUNGUNYA","Undetermined",0,"JT-24-02-13",2024-02-13
"3","FH","D9VW9Z","CHIKUNGUNYA","Undetermined",0,"FH-24-02-13",2024-02-13
"4","FH","D9VW9Z","CHIKUNGUNYA","Undetermined",0,"FH-24-02-13",2024-02-13
"5","HS","B648FF","CHIKUNGUNYA","Undetermined",0,"HS-24-02-13",2024-02-13
"6","HS","B648FF","CHIKUNGUNYA","Undetermined",0,"HS-24-02-13",2024-02-13
"7","RB","Z6C5ND","CHIKUNGUNYA","Undetermined",0,"RB-24-02-13",2024-02-13
"8","RB","Z6C5ND","CHIKUNGUNYA","Undetermined",0,"RB-24-02-13",2024-02-13
"9","AS","U8Q6P2","CHIKUNGUNYA","Undetermined",0,"AS-24-02-14",2024-02-14
"10","AS","U8Q6P2","CHIKUNGUNYA","Undetermined",0,"AS-24-02-14",2024-02-14
"11","TC","WBTDMM","CHIKUNGUNYA","Undetermined",0,"TC-24-02-14",2024-02-14
"12","TC","WBTDMM","CHIKUNGUNYA","Undetermined",0,"TC-24-02-14",2024-02-14
"13","MC","HEXG4A","CHIKUNGUNYA","Undetermined",0,"MC-24-02-14",2024-02-14
"14","MC","HEXG4A","CHIKUNGUNYA","Undetermined",0,"MC-24-02-14",2024-02-14
"15","IA","XZ9NZT","CHIKUNGUNYA","Undetermined",0,"IA-24-02-14",2024-02-14
"16","IA","XZ9NZT","CHIKUNGUNYA","Undetermined",0,"IA-24-02-14",2024-02-14
"17","PT","EL3APM","CHIKUNGUNYA","Undetermined",0,"PT-24-02-14",2024-02-14
"18","PT","EL3APM","CHIKUNGUNYA","Undetermined",0,"PT-24-02-14",2024-02-14
"19","HO","XK52QA","CHIKUNGUNYA","Undetermined",0,"HO-24-02-14",2024-02-14
"20","HO","XK52QA","CHIKUNGUNYA","Undetermined",0,"HO-24-02-14",2024-02-14
"21","LB","R8FRE4","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-02-14",2024-02-14
"22","LB","R8FRE4","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-02-14",2024-02-14
"23","WF","XWL69T","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-02-13",2024-02-13
