"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"11004","JT","C7KZE6","CHIKUNGUNYA","Undetermined",0,"JT-24-05-07",2024-05-07
"5162","JT","C7KZE6","CHIKUNGUNYA","Undetermined",0,"JT-24-05-07",2024-05-07
"9159","FH","HQTPDK","CHIKUNGUNYA","Undetermined",0,"FH-24-05-07",2024-05-07
"13162","FH","HQTPDK","CHIKUNGUNYA","Undetermined",0,"FH-24-05-07",2024-05-07
"17109","HS","CA67H7","CHIKUNGUNYA","Undetermined",0,"HS-24-05-07",2024-05-07
"21135","HS","CA67H7","CHIKUNGUNYA","Undetermined",0,"HS-24-05-07",2024-05-07
"25132","RB","FBC47A","CHIKUNGUNYA","Undetermined",0,"RB-24-05-07",2024-05-07
"29132","RB","FBC47A","CHIKUNGUNYA","Undetermined",0,"RB-24-05-07",2024-05-07
"33128","AS","TU2FH2","CHIKUNGUNYA","Undetermined",0,"AS-24-05-07",2024-05-07
"3755","AS","TU2FH2","CHIKUNGUNYA","Undetermined",0,"AS-24-05-07",2024-05-07
"4177","TC","CEBM6T","CHIKUNGUNYA","Undetermined",0,"TC-24-05-07",2024-05-07
"4541","TC","CEBM6T","CHIKUNGUNYA","Undetermined",0,"TC-24-05-07",2024-05-07
"4939","MC","FSYBZ6","CHIKUNGUNYA","Undetermined",0,"MC-24-05-07",2024-05-07
"5339","MC","FSYBZ6","CHIKUNGUNYA","Undetermined",0,"MC-24-05-07",2024-05-07
"5738","IA","JUFZ7N","CHIKUNGUNYA","Undetermined",0,"IA-24-05-07",2024-05-07
"6149","IA","JUFZ7N","CHIKUNGUNYA","Undetermined",0,"IA-24-05-07",2024-05-07
"6538","PT","C77P28","CHIKUNGUNYA","Undetermined",0,"PT-24-05-07",2024-05-07
"6938","PT","C77P28","CHIKUNGUNYA","Undetermined",0,"PT-24-05-07",2024-05-07
"7339","HO","ZW2Y6L","CHIKUNGUNYA","Undetermined",0,"HO-24-05-07",2024-05-07
"7738","HO","ZW2Y6L","CHIKUNGUNYA","Undetermined",0,"HO-24-05-07",2024-05-07
"8165","LB","D7RR4H","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-05-07",2024-05-07
"8538","LB","D7RR4H","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-05-07",2024-05-07
"8936","WF","PS7T26","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-05-07",2024-05-07
"9338","WF","PS7T26","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-05-07",2024-05-07
"9736","BC","ASAD6S","CHIKUNGUNYA","Undetermined",0,"BTC-2024-05-06",2024-05-06
"10147","BC","ASAD6S","CHIKUNGUNYA","Undetermined",0,"BTC-2024-05-06",2024-05-06
"10537","BW","AXPBA6","CHIKUNGUNYA","Undetermined",0,"BTW-2024-05-06",2024-05-06
"10937","BW","AXPBA6","CHIKUNGUNYA","Undetermined",0,"BTW-2024-05-06",2024-05-06
