"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","BW","K5XABF","CHIKUNGUNYA","Undetermined",0,"JT-23-21471",2023-07-11
"2","BW","K5XABF","CHIKUNGUNYA","Undetermined",0,"JT-23-21471",2023-07-11
"3","HW","XKMKGH","CHIKUNGUNYA","Undetermined",0,"FH-23-21472",2023-07-11
"4","HW","XKMKGH","CHIKUNGUNYA","Undetermined",0,"FH-23-21472",2023-07-11
"5","FR","HU3LQX","CHIKUNGUNYA","Undetermined",0,"HS-23-21473",2023-07-11
"6","FR","HU3LQX","CHIKUNGUNYA","Undetermined",0,"HS-23-21473",2023-07-11
"7","TC","MRUD6W","CHIKUNGUNYA","Undetermined",0,"RB-23-21474",2023-07-11
"8","TC","MRUD6W","CHIKUNGUNYA","Undetermined",0,"RB-23-21474",2023-07-11
"9","MC","NW3NEY","CHIKUNGUNYA","Undetermined",0,"AS-23-07-11",2023-07-11
"10","MC","NW3NEY","CHIKUNGUNYA","Undetermined",0,"AS-23-07-11",2023-07-11
"11","IA","V639HT","CHIKUNGUNYA","Undetermined",0,"TC-23-07-11",2023-07-11
"12","IA","V639HT","CHIKUNGUNYA","Undetermined",0,"TC-23-07-11",2023-07-11
"13","PT","BASRPU","CHIKUNGUNYA","Undetermined",0,"MC-23-07-11",2023-07-11
"14","PT","BASRPU","CHIKUNGUNYA","Undetermined",0,"MC-23-07-11",2023-07-11
"15","HO","VLDXXX","CHIKUNGUNYA","Undetermined",0,"IA-23-07-11",2023-07-11
"16","HO","VLDXXX","CHIKUNGUNYA","Undetermined",0,"IA-23-07-11",2023-07-11
"17","BW","K5XABF","DENGUE","Undetermined",0,"JT-23-21471",2023-07-11
"18","BW","K5XABF","DENGUE","Undetermined",0,"JT-23-21471",2023-07-11
"19","HW","XKMKGH","DENGUE","Undetermined",0,"FH-23-21472",2023-07-11
"20","HW","XKMKGH","DENGUE","Undetermined",0,"FH-23-21472",2023-07-11
"21","FR","HU3LQX","DENGUE","Undetermined",0,"HS-23-21473",2023-07-11
"22","FR","HU3LQX","DENGUE","Undetermined",0,"HS-23-21473",2023-07-11
"23","TC","MRUD6W","DENGUE","Undetermined",0,"RB-23-21474",2023-07-11
"24","TC","MRUD6W","DENGUE","Undetermined",0,"RB-23-21474",2023-07-11
"25","MC","NW3NEY","DENGUE","Undetermined",0,"AS-23-07-11",2023-07-11
"26","MC","NW3NEY","DENGUE","Undetermined",0,"AS-23-07-11",2023-07-11
"27","IA","V639HT","DENGUE","Undetermined",0,"TC-23-07-11",2023-07-11
"28","IA","V639HT","DENGUE","Undetermined",0,"TC-23-07-11",2023-07-11
"29","PT","BASRPU","DENGUE","Undetermined",0,"MC-23-07-11",2023-07-11
"30","PT","BASRPU","DENGUE","Undetermined",0,"MC-23-07-11",2023-07-11
"31","HO","VLDXXX","DENGUE","Undetermined",0,"IA-23-07-11",2023-07-11
"32","HO","VLDXXX","DENGUE","Undetermined",0,"IA-23-07-11",2023-07-11
"33","BW","K5XABF","ENTERO","Undetermined",0,"JT-23-21471",2023-07-11
"34","BW","K5XABF","ENTERO","Undetermined",0,"JT-23-21471",2023-07-11
"35","HW","XKMKGH","ENTERO","Undetermined",0,"FH-23-21472",2023-07-11
"36","HW","XKMKGH","ENTERO","Undetermined",0,"FH-23-21472",2023-07-11
"37","FR","HU3LQX","ENTERO","Undetermined",0,"HS-23-21473",2023-07-11
"38","FR","HU3LQX","ENTERO","Undetermined",0,"HS-23-21473",2023-07-11
"39","TC","MRUD6W","ENTERO","Undetermined",0,"RB-23-21474",2023-07-11
"40","TC","MRUD6W","ENTERO","Undetermined",0,"RB-23-21474",2023-07-11
