"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1870","JT","N7Y94H","CHIKUNGUNYA","Undetermined",0,"JT-24-04-23",2024-04-23
"5150","JT","N7Y94H","CHIKUNGUNYA","Undetermined",0,"JT-24-04-23",2024-04-23
"9147","FH","Y5EC7M","CHIKUNGUNYA","Undetermined",0,"FH-24-04-23",2024-04-23
"13150","FH","Y5EC7M","CHIKUNGUNYA","Undetermined",0,"FH-24-04-23",2024-04-23
"17102","HS","DFMFZS","CHIKUNGUNYA","Undetermined",0,"HS-24-04-23",2024-04-23
"21127","HS","DFMFZS","CHIKUNGUNYA","Undetermined",0,"HS-24-04-23",2024-04-23
"25124","RB","BK3XCF","CHIKUNGUNYA","Undetermined",0,"RB-24-04-23",2024-04-23
"29124","RB","BK3XCF","CHIKUNGUNYA","Undetermined",0,"RB-24-04-23",2024-04-23
"33121","AS","S2ATBF","CHIKUNGUNYA","Undetermined",0,"AS-24-04-25",2024-04-25
"3749","AS","S2ATBF","CHIKUNGUNYA","Undetermined",0,"AS-24-04-25",2024-04-25
"4164","TC","NGD5Z2","CHIKUNGUNYA","Undetermined",0,"TC-24-04-25",2024-04-25
"4535","TC","NGD5Z2","CHIKUNGUNYA","Undetermined",0,"TC-24-04-25",2024-04-25
"4933","MC","ZZJKJ2","CHIKUNGUNYA","Undetermined",0,"MC-24-04-25",2024-04-25
"5334","MC","ZZJKJ2","CHIKUNGUNYA","Undetermined",0,"MC-24-04-25",2024-04-25
"5733","IA","RW6XS5","CHIKUNGUNYA","Undetermined",0,"IA-24-04-25",2024-04-25
"6139","IA","RW6XS5","CHIKUNGUNYA","Undetermined",0,"IA-24-04-25",2024-04-25
"6533","HO","LZDLMG","CHIKUNGUNYA","Undetermined",0,"HO-24-04-25",2024-04-25
"6933","HO","LZDLMG","CHIKUNGUNYA","Undetermined",0,"HO-24-04-25",2024-04-25
"7334","LB","BWFVEQ","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-04-24",2024-04-24
"7733","LB","BWFVEQ","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-04-24",2024-04-24
"8153","WF","LE77HS","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-04-23",2024-04-23
"8533","WF","LE77HS","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-04-23",2024-04-23
"8931","BC","KLRP22","CHIKUNGUNYA","Undetermined",0,"BTC-2024-04-22",2024-04-22
"9333","BC","KLRP22","CHIKUNGUNYA","Undetermined",0,"BTC-2024-04-22",2024-04-22
"9731","HW","PV4DE8","CHIKUNGUNYA","Undetermined",0,"HW-2024-04-22",2024-04-22
"10137","HW","PV4DE8","CHIKUNGUNYA","Undetermined",0,"HW-2024-04-22",2024-04-22
"10532","FR","NW3C8G","CHIKUNGUNYA","Undetermined",0,"Fon-2024-04-22",2024-04-22
"10932","FR","NW3C8G","CHIKUNGUNYA","Undetermined",0,"Fon-2024-04-22",2024-04-22
