"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","XM2MUL","CHIKUNGUNYA","Undetermined",0,"JT-23-10-10",2023-10-10
"2","JT","XM2MUL","CHIKUNGUNYA","Undetermined",0,"JT-23-10-10",2023-10-10
"3","FH","FVTP2T","CHIKUNGUNYA","Undetermined",0,"FH-23-10-10",2023-10-10
"4","FH","FVTP2T","CHIKUNGUNYA","Undetermined",0,"FH-23-10-10",2023-10-10
"5","HS","XXQYCR","CHIKUNGUNYA","Undetermined",0,"HS-23-10-10",2023-10-10
"6","HS","XXQYCR","CHIKUNGUNYA","Undetermined",0,"HS-23-10-10",2023-10-10
"7","RB","JB3VBK","CHIKUNGUNYA","Undetermined",0,"RB-23-10-10",2023-10-10
"8","RB","JB3VBK","CHIKUNGUNYA","Undetermined",0,"RB-23-10-10",2023-10-10
"9","AS","WSNU7A","CHIKUNGUNYA","Undetermined",0,"AS-23-10-10",2023-10-10
"10","AS","WSNU7A","CHIKUNGUNYA","Undetermined",0,"AS-23-10-10",2023-10-10
"11","TC","JC4N9S","CHIKUNGUNYA","Undetermined",0,"TC-23-10-10",2023-10-10
"12","TC","JC4N9S","CHIKUNGUNYA","Undetermined",0,"TC-23-10-10",2023-10-10
"13","MC","KTAW23","CHIKUNGUNYA","Undetermined",0,"MC-23-10-10",2023-10-10
"14","MC","KTAW23","CHIKUNGUNYA","Undetermined",0,"MC-23-10-10",2023-10-10
"15","IA","EGDKKA","CHIKUNGUNYA","Undetermined",0,"IA-23-10-10",2023-10-10
"16","IA","EGDKKA","CHIKUNGUNYA","Undetermined",0,"IA-23-10-10",2023-10-10
"17","PT","FNXC65","CHIKUNGUNYA","Undetermined",0,"PT-23-10-10",2023-10-10
"18","PT","FNXC65","CHIKUNGUNYA","Undetermined",0,"PT-23-10-10",2023-10-10
"19","HO","EUGYU5","CHIKUNGUNYA","Undetermined",0,"HO-23-10-10",2023-10-10
"20","HO","EUGYU5","CHIKUNGUNYA","Undetermined",0,"HO-23-10-10",2023-10-10
"21","LB","NA6UGA","CHIKUNGUNYA","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"22","LB","NA6UGA","CHIKUNGUNYA","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"23","WF","ZHUB2Y","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"24","WF","ZHUB2Y","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"25","BC","M2VEVU","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-11",2023-10-11
"26","BC","M2VEVU","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-11",2023-10-11
"27","BW","WZ3WED","CHIKUNGUNYA","Undetermined",0,"BTW-2023-10-11",2023-10-11
"28","BW","WZ3WED","CHIKUNGUNYA","Undetermined",0,"BTW-2023-10-11",2023-10-11
"29","HW","FGYQ3Z","CHIKUNGUNYA","Undetermined",0,"HW-2023-10-11",2023-10-11
"30","HW","FGYQ3Z","CHIKUNGUNYA","Undetermined",0,"HW-2023-10-11",2023-10-11
"31","FR","JE7PCH","CHIKUNGUNYA","Undetermined",0,"Fon-2023-0",2023-10-11
"32","FR","JE7PCH","CHIKUNGUNYA","Undetermined",0,"Fon-2023-0",2023-10-11
"33","S1","MJXGMG","CHIKUNGUNYA","Undetermined",0,"49391005-A",2023-10-10
"34","S1","MJXGMG","CHIKUNGUNYA","Undetermined",0,"49391005-A",2023-10-10
"35","S2","HPF4ZX","CHIKUNGUNYA","Undetermined",0,"49391004-A",2023-10-10
"36","S2","HPF4ZX","CHIKUNGUNYA","Undetermined",0,"49391004-A",2023-10-10
"37","WC","FMSJSH","CHIKUNGUNYA","Undetermined",0,"49388502-A",2023-10-10
"38","WC","FMSJSH","CHIKUNGUNYA","Undetermined",0,"49388502-A",2023-10-10
"39","JT","XM2MUL","DENGUE","Undetermined",0,"JT-23-10-10",2023-10-10
"40","JT","XM2MUL","DENGUE","Undetermined",0,"JT-23-10-10",2023-10-10
"41","FH","FVTP2T","DENGUE","Undetermined",0,"FH-23-10-10",2023-10-10
"42","FH","FVTP2T","DENGUE","Undetermined",0,"FH-23-10-10",2023-10-10
"43","HS","XXQYCR","DENGUE","Undetermined",0,"HS-23-10-10",2023-10-10
"44","HS","XXQYCR","DENGUE","Undetermined",0,"HS-23-10-10",2023-10-10
"45","RB","JB3VBK","DENGUE","Undetermined",0,"RB-23-10-10",2023-10-10
"46","RB","JB3VBK","DENGUE","Undetermined",0,"RB-23-10-10",2023-10-10
"47","AS","WSNU7A","DENGUE","Undetermined",0,"AS-23-10-10",2023-10-10
"48","AS","WSNU7A","DENGUE","Undetermined",0,"AS-23-10-10",2023-10-10
"49","TC","JC4N9S","DENGUE","Undetermined",0,"TC-23-10-10",2023-10-10
"50","TC","JC4N9S","DENGUE","Undetermined",0,"TC-23-10-10",2023-10-10
"51","MC","KTAW23","DENGUE","Undetermined",0,"MC-23-10-10",2023-10-10
"52","MC","KTAW23","DENGUE","Undetermined",0,"MC-23-10-10",2023-10-10
"53","IA","EGDKKA","DENGUE","Undetermined",0,"IA-23-10-10",2023-10-10
"54","IA","EGDKKA","DENGUE","Undetermined",0,"IA-23-10-10",2023-10-10
"55","PT","FNXC65","DENGUE","Undetermined",0,"PT-23-10-10",2023-10-10
"56","PT","FNXC65","DENGUE","Undetermined",0,"PT-23-10-10",2023-10-10
"57","HO","EUGYU5","DENGUE","Undetermined",0,"HO-23-10-10",2023-10-10
"58","HO","EUGYU5","DENGUE","Undetermined",0,"HO-23-10-10",2023-10-10
"59","LB","NA6UGA","DENGUE","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"60","LB","NA6UGA","DENGUE","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"61","WF","ZHUB2Y","DENGUE","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"62","WF","ZHUB2Y","DENGUE","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"63","BC","M2VEVU","DENGUE","Undetermined",0,"BTC-2023-10-11",2023-10-11
"64","BC","M2VEVU","DENGUE","Undetermined",0,"BTC-2023-10-11",2023-10-11
"65","BW","WZ3WED","DENGUE","Undetermined",0,"BTW-2023-10-11",2023-10-11
"66","BW","WZ3WED","DENGUE","Undetermined",0,"BTW-2023-10-11",2023-10-11
"67","HW","FGYQ3Z","DENGUE","Undetermined",0,"HW-2023-10-11",2023-10-11
"68","HW","FGYQ3Z","DENGUE","Undetermined",0,"HW-2023-10-11",2023-10-11
"69","FR","JE7PCH","DENGUE","Undetermined",0,"Fon-2023-0",2023-10-11
"70","FR","JE7PCH","DENGUE","Undetermined",0,"Fon-2023-0",2023-10-11
"71","S1","MJXGMG","DENGUE","Undetermined",0,"49391005-A",2023-10-10
"72","S1","MJXGMG","DENGUE","Undetermined",0,"49391005-A",2023-10-10
"73","S2","HPF4ZX","DENGUE","Undetermined",0,"49391004-A",2023-10-10
"74","S2","HPF4ZX","DENGUE","Undetermined",0,"49391004-A",2023-10-10
"75","WC","FMSJSH","DENGUE","Undetermined",0,"49388502-A",2023-10-10
"76","WC","FMSJSH","DENGUE","Undetermined",0,"49388502-A",2023-10-10
"77","JT","XM2MUL","ENTERO","Undetermined",0,"JT-23-10-10",2023-10-10
"78","JT","XM2MUL","ENTERO","Undetermined",0,"JT-23-10-10",2023-10-10
"79","FH","FVTP2T","ENTERO","Undetermined",0,"FH-23-10-10",2023-10-10
"80","FH","FVTP2T","ENTERO","Undetermined",0,"FH-23-10-10",2023-10-10
"81","HS","XXQYCR","ENTERO","Undetermined",0,"HS-23-10-10",2023-10-10
"82","HS","XXQYCR","ENTERO","Undetermined",0,"HS-23-10-10",2023-10-10
"83","RB","JB3VBK","ENTERO","Undetermined",0,"RB-23-10-10",2023-10-10
"84","RB","JB3VBK","ENTERO","Undetermined",0,"RB-23-10-10",2023-10-10
"85","AS","WSNU7A","ENTERO","Undetermined",0,"AS-23-10-10",2023-10-10
"86","AS","WSNU7A","ENTERO","Undetermined",0,"AS-23-10-10",2023-10-10
"87","TC","JC4N9S","ENTERO","Undetermined",0,"TC-23-10-10",2023-10-10
"88","TC","JC4N9S","ENTERO","Undetermined",0,"TC-23-10-10",2023-10-10
"89","MC","KTAW23","ENTERO","Undetermined",0,"MC-23-10-10",2023-10-10
"90","MC","KTAW23","ENTERO","Undetermined",0,"MC-23-10-10",2023-10-10
"91","IA","EGDKKA","ENTERO","Undetermined",0,"IA-23-10-10",2023-10-10
"92","IA","EGDKKA","ENTERO","Undetermined",0,"IA-23-10-10",2023-10-10
"93","PT","FNXC65","ENTERO","Undetermined",0,"PT-23-10-10",2023-10-10
"94","PT","FNXC65","ENTERO","Undetermined",0,"PT-23-10-10",2023-10-10
"95","HO","EUGYU5","ENTERO","Undetermined",0,"HO-23-10-10",2023-10-10
"96","HO","EUGYU5","ENTERO","Undetermined",0,"HO-23-10-10",2023-10-10
"97","LB","NA6UGA","ENTERO","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"98","LB","NA6UGA","ENTERO","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
"99","WF","ZHUB2Y","ENTERO","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"100","WF","ZHUB2Y","ENTERO","Undetermined",0,"Wichita Falls-2023-10-10",2023-10-10
"101","BC","M2VEVU","ENTERO","Undetermined",0,"BTC-2023-10-11",2023-10-11
"102","BC","M2VEVU","ENTERO","Undetermined",0,"BTC-2023-10-11",2023-10-11
"103","BW","WZ3WED","ENTERO","Undetermined",0,"BTW-2023-10-11",2023-10-11
"104","BW","WZ3WED","ENTERO","Undetermined",0,"BTW-2023-10-11",2023-10-11
"105","HW","FGYQ3Z","ENTERO","Undetermined",0,"HW-2023-10-11",2023-10-11
"106","HW","FGYQ3Z","ENTERO","Undetermined",0,"HW-2023-10-11",2023-10-11
"107","FR","JE7PCH","ENTERO","Undetermined",0,"Fon-2023-0",2023-10-11
"108","FR","JE7PCH","ENTERO","Undetermined",0,"Fon-2023-0",2023-10-11
"109","S1","MJXGMG","ENTERO","Undetermined",0,"49391005-A",2023-10-10
"110","S1","MJXGMG","ENTERO","Undetermined",0,"49391005-A",2023-10-10
"111","S2","HPF4ZX","ENTERO","Undetermined",0,"49391004-A",2023-10-10
"112","S2","HPF4ZX","ENTERO","Undetermined",0,"49391004-A",2023-10-10
"113","WC","FMSJSH","ENTERO","Undetermined",0,"49388502-A",2023-10-10
"114","WC","FMSJSH","ENTERO","Undetermined",0,"49388502-A",2023-10-10
"115","JT","XM2MUL","NOROVIRUS","Undetermined",0,"JT-23-10-10",2023-10-10
"116","JT","XM2MUL","NOROVIRUS","Undetermined",0,"JT-23-10-10",2023-10-10
"117","FH","FVTP2T","NOROVIRUS","31.056",1227490.059,"FH-23-10-10",2023-10-10
"118","FH","FVTP2T","NOROVIRUS","31.76",754304.176,"FH-23-10-10",2023-10-10
"119","HS","XXQYCR","NOROVIRUS","Undetermined",0,"HS-23-10-10",2023-10-10
"120","HS","XXQYCR","NOROVIRUS","Undetermined",0,"HS-23-10-10",2023-10-10
"121","RB","JB3VBK","NOROVIRUS","31.985",645712.219,"RB-23-10-10",2023-10-10
"122","RB","JB3VBK","NOROVIRUS","32.988",322795.814,"RB-23-10-10",2023-10-10
"123","AS","WSNU7A","NOROVIRUS","33.834",179797.542,"AS-23-10-10",2023-10-10
"124","AS","WSNU7A","NOROVIRUS","32.529",443185.509,"AS-23-10-10",2023-10-10
"125","TC","JC4N9S","NOROVIRUS","31.878",695394.413,"TC-23-10-10",2023-10-10
"126","TC","JC4N9S","NOROVIRUS","31.255",1069764.678,"TC-23-10-10",2023-10-10
"127","MC","KTAW23","NOROVIRUS","42.004",633.112,"MC-23-10-10",2023-10-10
"128","MC","KTAW23","NOROVIRUS","32.968",327222.991,"MC-23-10-10",2023-10-10
"129","IA","EGDKKA","NOROVIRUS","30.698",1572699.002,"IA-23-10-10",2023-10-10
"130","IA","EGDKKA","NOROVIRUS","30.337",2018477.858,"IA-23-10-10",2023-10-10
"131","PT","FNXC65","NOROVIRUS","30.415",1911967.237,"PT-23-10-10",2023-10-10
"132","PT","FNXC65","NOROVIRUS","30.948",1323032.572,"PT-23-10-10",2023-10-10
"133","HO","EUGYU5","NOROVIRUS","29.666",3209929.257,"HO-23-10-10",2023-10-10
"134","HO","EUGYU5","NOROVIRUS","29.529",3528633.657,"HO-23-10-10",2023-10-10
"135","LB","NA6UGA","NOROVIRUS","Undetermined",0,"LB_TX1-2023-10-10",2023-10-10
