"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"11033","JT","KPZRK4","CHIKUNGUNYA","Undetermined",0,"JT-24-05-30",2024-05-30
"5177","JT","KPZRK4","CHIKUNGUNYA","Undetermined",0,"JT-24-05-30",2024-05-30
"9174","FH","PZW7P7","CHIKUNGUNYA","Undetermined",0,"FH-24-05-30",2024-05-30
"13177","FH","PZW7P7","CHIKUNGUNYA","Undetermined",0,"FH-24-05-30",2024-05-30
"17133","HS","BUYBBW","CHIKUNGUNYA","Undetermined",0,"HS-24-05-30",2024-05-30
"21147","HS","BUYBBW","CHIKUNGUNYA","Undetermined",0,"HS-24-05-30",2024-05-30
"25144","RB","QY9WDF","CHIKUNGUNYA","Undetermined",0,"RB-24-05-30",2024-05-30
"29144","RB","QY9WDF","CHIKUNGUNYA","Undetermined",0,"RB-24-05-30",2024-05-30
"33139","AS","WCMQGL","CHIKUNGUNYA","Undetermined",0,"AS-24-05-28",2024-05-28
"3764","AS","WCMQGL","CHIKUNGUNYA","Undetermined",0,"AS-24-05-28",2024-05-28
"4194","TC","L6G3A4","CHIKUNGUNYA","Undetermined",0,"TC-24-05-28",2024-05-28
"4547","TC","L6G3A4","CHIKUNGUNYA","Undetermined",0,"TC-24-05-28",2024-05-28
"4945","MC","AMVNGR","CHIKUNGUNYA","Undetermined",0,"MC-24-05-28",2024-05-28
"5345","MC","AMVNGR","CHIKUNGUNYA","Undetermined",0,"MC-24-05-28",2024-05-28
"5744","IA","DZLW3Q","CHIKUNGUNYA","Undetermined",0,"IA-24-05-28",2024-05-28
"6161","IA","DZLW3Q","CHIKUNGUNYA","Undetermined",0,"IA-24-05-28",2024-05-28
"6544","PT","PPP93A","CHIKUNGUNYA","Undetermined",0,"PT-24-05-28",2024-05-28
"6944","PT","PPP93A","CHIKUNGUNYA","Undetermined",0,"PT-24-05-28",2024-05-28
"7345","HO","RFLBSS","CHIKUNGUNYA","Undetermined",0,"HO-24-05-28",2024-05-28
"7744","HO","RFLBSS","CHIKUNGUNYA","Undetermined",0,"HO-24-05-28",2024-05-28
"8180","LB","W8NLUF","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-05-30",2024-05-30
"8544","LB","W8NLUF","CHIKUNGUNYA","Undetermined",0,"LB_TX1-24-05-30",2024-05-30
"8942","WF","AVFNQP","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-05-29",2024-05-29
"9344","WF","AVFNQP","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-24-05-29",2024-05-29
"9742","S1","D73AGA","CHIKUNGUNYA","Undetermined",0,"526DBoxA",2024-05-29
"10159","S1","D73AGA","CHIKUNGUNYA","Undetermined",0,"526DBoxA",2024-05-29
"10543","S2","FJRCBA","CHIKUNGUNYA","Undetermined",0,"526DBoxC",2024-05-29
"10943","S2","FJRCBA","CHIKUNGUNYA","Undetermined",0,"526DBoxC",2024-05-29
"11346","WC","S8JPZF","CHIKUNGUNYA","Undetermined",0,"SR528",2024-05-29
"11743","WC","S8JPZF","CHIKUNGUNYA","Undetermined",0,"SR528",2024-05-29
"12180","B1","WT2UTA","CHIKUNGUNYA","Undetermined",0,"BSR-52924",2024-05-30
"12543","B1","WT2UTA","CHIKUNGUNYA","Undetermined",0,"BSR-52924",2024-05-30
"12943","B2","LSMNGJ","CHIKUNGUNYA","Undetermined",0,"SABIB-52924",2024-05-30
"13345","B2","LSMNGJ","CHIKUNGUNYA","Undetermined",0,"SABIB-52924",2024-05-30
"21026","JT","KPZRK4","DENGUE","Undetermined",0,"JT-24-05-30",2024-05-30
"6162","JT","KPZRK4","DENGUE","Undetermined",0,"JT-24-05-30",2024-05-30
"10160","FH","PZW7P7","DENGUE","Undetermined",0,"FH-24-05-30",2024-05-30
"14161","FH","PZW7P7","DENGUE","Undetermined",0,"FH-24-05-30",2024-05-30
"18124","HS","BUYBBW","DENGUE","Undetermined",0,"HS-24-05-30",2024-05-30
"22133","HS","BUYBBW","DENGUE","Undetermined",0,"HS-24-05-30",2024-05-30
"26130","RB","QY9WDF","DENGUE","Undetermined",0,"RB-24-05-30",2024-05-30
"30130","RB","QY9WDF","DENGUE","Undetermined",0,"RB-24-05-30",2024-05-30
"34122","AS","WCMQGL","DENGUE","Undetermined",0,"AS-24-05-28",2024-05-28
"3844","AS","WCMQGL","DENGUE","Undetermined",0,"AS-24-05-28",2024-05-28
"4241","TC","L6G3A4","DENGUE","Undetermined",0,"TC-24-05-28",2024-05-28
"4629","TC","L6G3A4","DENGUE","Undetermined",0,"TC-24-05-28",2024-05-28
"5024","MC","AMVNGR","DENGUE","Undetermined",0,"MC-24-05-28",2024-05-28
"5427","MC","AMVNGR","DENGUE","Undetermined",0,"MC-24-05-28",2024-05-28
"5825","IA","DZLW3Q","DENGUE","Undetermined",0,"IA-24-05-28",2024-05-28
"6227","IA","DZLW3Q","DENGUE","Undetermined",0,"IA-24-05-28",2024-05-28
"6624","PT","PPP93A","DENGUE","Undetermined",0,"PT-24-05-28",2024-05-28
"7023","PT","PPP93A","DENGUE","Undetermined",0,"PT-24-05-28",2024-05-28
"7427","HO","RFLBSS","DENGUE","Undetermined",0,"HO-24-05-28",2024-05-28
"7825","HO","RFLBSS","DENGUE","Undetermined",0,"HO-24-05-28",2024-05-28
"8228","LB","W8NLUF","DENGUE","Undetermined",0,"LB_TX1-24-05-30",2024-05-30
"8626","LB","W8NLUF","DENGUE","Undetermined",0,"LB_TX1-24-05-30",2024-05-30
"9022","WF","AVFNQP","DENGUE","Undetermined",0,"Wichita Falls-24-05-29",2024-05-29
"9426","WF","AVFNQP","DENGUE","Undetermined",0,"Wichita Falls-24-05-29",2024-05-29
