"","LocationAbbr","CMMR_Barcode","Target","Ct","copiesperml","SampleName","date_of_collection"
"1","JT","UYLB2W","CHIKUNGUNYA","Undetermined",0,"JT-23-10-17",2023-10-17
"2","JT","UYLB2W","CHIKUNGUNYA","Undetermined",0,"JT-23-10-17",2023-10-17
"3","FH","H8YE7D","CHIKUNGUNYA","Undetermined",0,"FH-23-10-17",2023-10-17
"4","FH","H8YE7D","CHIKUNGUNYA","Undetermined",0,"FH-23-10-17",2023-10-17
"5","HS","LAHJAG","CHIKUNGUNYA","Undetermined",0,"HS-23-10-17",2023-10-17
"6","HS","LAHJAG","CHIKUNGUNYA","Undetermined",0,"HS-23-10-17",2023-10-17
"7","RB","MHDYGQ","CHIKUNGUNYA","Undetermined",0,"RB-23-10-17",2023-10-17
"8","RB","MHDYGQ","CHIKUNGUNYA","Undetermined",0,"RB-23-10-17",2023-10-17
"9","AS","RX7MHN","CHIKUNGUNYA","Undetermined",0,"AS-23-10-17",2023-10-17
"10","AS","RX7MHN","CHIKUNGUNYA","Undetermined",0,"AS-23-10-17",2023-10-17
"11","TC","A2C7R3","CHIKUNGUNYA","Undetermined",0,"TC-23-10-17",2023-10-17
"12","TC","A2C7R3","CHIKUNGUNYA","Undetermined",0,"TC-23-10-17",2023-10-17
"13","MC","M8AKU5","CHIKUNGUNYA","Undetermined",0,"MC-23-10-17",2023-10-17
"14","MC","M8AKU5","CHIKUNGUNYA","Undetermined",0,"MC-23-10-17",2023-10-17
"15","IA","D7EZFA","CHIKUNGUNYA","Undetermined",0,"IA-23-10-17",2023-10-17
"16","IA","D7EZFA","CHIKUNGUNYA","Undetermined",0,"IA-23-10-17",2023-10-17
"17","PT","EDC4PR","CHIKUNGUNYA","Undetermined",0,"PT-23-10-17",2023-10-17
"18","PT","EDC4PR","CHIKUNGUNYA","Undetermined",0,"PT-23-10-17",2023-10-17
"19","HO","B5PU6J","CHIKUNGUNYA","Undetermined",0,"HO-23-10-17",2023-10-17
"20","HO","B5PU6J","CHIKUNGUNYA","Undetermined",0,"HO-23-10-17",2023-10-17
"21","LB","YQ5T3Y","CHIKUNGUNYA","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"22","LB","YQ5T3Y","CHIKUNGUNYA","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"23","WF","BL9QVW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"24","WF","BL9QVW","CHIKUNGUNYA","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"25","BC","ALV2Q6","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-18",2023-10-18
"26","BC","ALV2Q6","CHIKUNGUNYA","Undetermined",0,"BTC-2023-10-18",2023-10-18
"27","BW","BYRASK","CHIKUNGUNYA","Undetermined",0,"BTW-2023-10-18",2023-10-18
"28","BW","BYRASK","CHIKUNGUNYA","Undetermined",0,"BTW-2023-10-18",2023-10-18
"29","HW","LLPY3R","CHIKUNGUNYA","Undetermined",0,"HW-2023-10-18",2023-10-18
"30","HW","LLPY3R","CHIKUNGUNYA","Undetermined",0,"HW-2023-10-18",2023-10-18
"31","FR","EDDGX4","CHIKUNGUNYA","Undetermined",0,"Fon-2023-10-18",2023-10-18
"32","FR","EDDGX4","CHIKUNGUNYA","Undetermined",0,"Fon-2023-10-18",2023-10-18
"33","S1","ULJ9KV","CHIKUNGUNYA","Undetermined",0,"49522305-A",2023-10-17
"34","S1","ULJ9KV","CHIKUNGUNYA","Undetermined",0,"49522305-A",2023-10-17
"35","S2","ZDL4VQ","CHIKUNGUNYA","Undetermined",0,"49522304-A",2023-10-17
"36","S2","ZDL4VQ","CHIKUNGUNYA","Undetermined",0,"49522304-A",2023-10-17
"37","WC","K2FRR5","CHIKUNGUNYA","Undetermined",0,"49526902-A",2023-10-17
"38","WC","K2FRR5","CHIKUNGUNYA","Undetermined",0,"49526902-A",2023-10-17
"39","B1","PPASKN","CHIKUNGUNYA","Undetermined",0,"BSR- 2023-10-13",2023-10-13
"40","B1","PPASKN","CHIKUNGUNYA","Undetermined",0,"BSR- 2023-10-13",2023-10-13
"41","B2","UBNP43","CHIKUNGUNYA","Undetermined",0,"SABIB- 2023-10-13",2023-10-13
"42","B2","UBNP43","CHIKUNGUNYA","Undetermined",0,"SABIB- 2023-10-13",2023-10-13
"43","B1","MUZVNN","CHIKUNGUNYA","Undetermined",0,"BSR- 2023-10-18",2023-10-19
"44","B1","MUZVNN","CHIKUNGUNYA","Undetermined",0,"BSR- 2023-10-18",2023-10-19
"45","B2","MQ5JRW","CHIKUNGUNYA","Undetermined",0,"SABIB- 2023-10-18",2023-10-19
"46","B2","MQ5JRW","CHIKUNGUNYA","Undetermined",0,"SABIB- 2023-10-18",2023-10-19
"47","JT","UYLB2W","DENGUE","Undetermined",0,"JT-23-10-17",2023-10-17
"48","JT","UYLB2W","DENGUE","Undetermined",0,"JT-23-10-17",2023-10-17
"49","FH","H8YE7D","DENGUE","Undetermined",0,"FH-23-10-17",2023-10-17
"50","FH","H8YE7D","DENGUE","Undetermined",0,"FH-23-10-17",2023-10-17
"51","HS","LAHJAG","DENGUE","Undetermined",0,"HS-23-10-17",2023-10-17
"52","HS","LAHJAG","DENGUE","Undetermined",0,"HS-23-10-17",2023-10-17
"53","RB","MHDYGQ","DENGUE","Undetermined",0,"RB-23-10-17",2023-10-17
"54","RB","MHDYGQ","DENGUE","Undetermined",0,"RB-23-10-17",2023-10-17
"55","AS","RX7MHN","DENGUE","Undetermined",0,"AS-23-10-17",2023-10-17
"56","AS","RX7MHN","DENGUE","Undetermined",0,"AS-23-10-17",2023-10-17
"57","TC","A2C7R3","DENGUE","Undetermined",0,"TC-23-10-17",2023-10-17
"58","TC","A2C7R3","DENGUE","Undetermined",0,"TC-23-10-17",2023-10-17
"59","MC","M8AKU5","DENGUE","Undetermined",0,"MC-23-10-17",2023-10-17
"60","MC","M8AKU5","DENGUE","Undetermined",0,"MC-23-10-17",2023-10-17
"61","IA","D7EZFA","DENGUE","Undetermined",0,"IA-23-10-17",2023-10-17
"62","IA","D7EZFA","DENGUE","Undetermined",0,"IA-23-10-17",2023-10-17
"63","PT","EDC4PR","DENGUE","Undetermined",0,"PT-23-10-17",2023-10-17
"64","PT","EDC4PR","DENGUE","Undetermined",0,"PT-23-10-17",2023-10-17
"65","HO","B5PU6J","DENGUE","Undetermined",0,"HO-23-10-17",2023-10-17
"66","HO","B5PU6J","DENGUE","Undetermined",0,"HO-23-10-17",2023-10-17
"67","LB","YQ5T3Y","DENGUE","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"68","LB","YQ5T3Y","DENGUE","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"69","WF","BL9QVW","DENGUE","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"70","WF","BL9QVW","DENGUE","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"71","BC","ALV2Q6","DENGUE","Undetermined",0,"BTC-2023-10-18",2023-10-18
"72","BC","ALV2Q6","DENGUE","Undetermined",0,"BTC-2023-10-18",2023-10-18
"73","BW","BYRASK","DENGUE","Undetermined",0,"BTW-2023-10-18",2023-10-18
"74","BW","BYRASK","DENGUE","Undetermined",0,"BTW-2023-10-18",2023-10-18
"75","HW","LLPY3R","DENGUE","Undetermined",0,"HW-2023-10-18",2023-10-18
"76","HW","LLPY3R","DENGUE","Undetermined",0,"HW-2023-10-18",2023-10-18
"77","FR","EDDGX4","DENGUE","Undetermined",0,"Fon-2023-10-18",2023-10-18
"78","FR","EDDGX4","DENGUE","Undetermined",0,"Fon-2023-10-18",2023-10-18
"79","S1","ULJ9KV","DENGUE","Undetermined",0,"49522305-A",2023-10-17
"80","S1","ULJ9KV","DENGUE","Undetermined",0,"49522305-A",2023-10-17
"81","S2","ZDL4VQ","DENGUE","Undetermined",0,"49522304-A",2023-10-17
"82","S2","ZDL4VQ","DENGUE","Undetermined",0,"49522304-A",2023-10-17
"83","WC","K2FRR5","DENGUE","Undetermined",0,"49526902-A",2023-10-17
"84","WC","K2FRR5","DENGUE","Undetermined",0,"49526902-A",2023-10-17
"85","B1","PPASKN","DENGUE","Undetermined",0,"BSR- 2023-10-13",2023-10-13
"86","B1","PPASKN","DENGUE","Undetermined",0,"BSR- 2023-10-13",2023-10-13
"87","B2","UBNP43","DENGUE","Undetermined",0,"SABIB- 2023-10-13",2023-10-13
"88","B2","UBNP43","DENGUE","Undetermined",0,"SABIB- 2023-10-13",2023-10-13
"89","B1","MUZVNN","DENGUE","Undetermined",0,"BSR- 2023-10-18",2023-10-19
"90","B1","MUZVNN","DENGUE","Undetermined",0,"BSR- 2023-10-18",2023-10-19
"91","B2","MQ5JRW","DENGUE","Undetermined",0,"SABIB- 2023-10-18",2023-10-19
"92","B2","MQ5JRW","DENGUE","Undetermined",0,"SABIB- 2023-10-18",2023-10-19
"93","JT","UYLB2W","RSVA","Undetermined",0,"JT-23-10-17",2023-10-17
"94","JT","UYLB2W","RSVA","Undetermined",0,"JT-23-10-17",2023-10-17
"95","FH","H8YE7D","RSVA","Undetermined",0,"FH-23-10-17",2023-10-17
"96","FH","H8YE7D","RSVA","Undetermined",0,"FH-23-10-17",2023-10-17
"97","HS","LAHJAG","RSVA","Undetermined",0,"HS-23-10-17",2023-10-17
"98","HS","LAHJAG","RSVA","Undetermined",0,"HS-23-10-17",2023-10-17
"99","RB","MHDYGQ","RSVA","Undetermined",0,"RB-23-10-17",2023-10-17
"100","RB","MHDYGQ","RSVA","Undetermined",0,"RB-23-10-17",2023-10-17
"101","AS","RX7MHN","RSVA","Undetermined",0,"AS-23-10-17",2023-10-17
"102","AS","RX7MHN","RSVA","Undetermined",0,"AS-23-10-17",2023-10-17
"103","TC","A2C7R3","RSVA","Undetermined",0,"TC-23-10-17",2023-10-17
"104","TC","A2C7R3","RSVA","Undetermined",0,"TC-23-10-17",2023-10-17
"105","MC","M8AKU5","RSVA","Undetermined",0,"MC-23-10-17",2023-10-17
"106","MC","M8AKU5","RSVA","Undetermined",0,"MC-23-10-17",2023-10-17
"107","IA","D7EZFA","RSVA","Undetermined",0,"IA-23-10-17",2023-10-17
"108","IA","D7EZFA","RSVA","Undetermined",0,"IA-23-10-17",2023-10-17
"109","PT","EDC4PR","RSVA","Undetermined",0,"PT-23-10-17",2023-10-17
"110","PT","EDC4PR","RSVA","Undetermined",0,"PT-23-10-17",2023-10-17
"111","HO","B5PU6J","RSVA","Undetermined",0,"HO-23-10-17",2023-10-17
"112","HO","B5PU6J","RSVA","Undetermined",0,"HO-23-10-17",2023-10-17
"113","LB","YQ5T3Y","RSVA","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"114","LB","YQ5T3Y","RSVA","Undetermined",0,"LB_TX1-23-10-17",2023-10-17
"115","WF","BL9QVW","RSVA","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"116","WF","BL9QVW","RSVA","Undetermined",0,"Wichita Falls-23-10-17",2023-10-17
"117","BC","ALV2Q6","RSVA","Undetermined",0,"BTC-2023-10-18",2023-10-18
"118","BC","ALV2Q6","RSVA","Undetermined",0,"BTC-2023-10-18",2023-10-18
