sample_ID	lineage	proportion	coverage
UUC29C.p1854	BA.2.86* BA.2.86.X	0.9354838707142134	5.698424907199946
UUC29C.p1854	JN.1.18* JN.1.18.X	0.04838709676108001	5.698424907199946
UUC29C.p1854	Other	0.01612903225369334	5.698424907199946
WJ4FYQ.p1854	KP.2* KP.2.X	0.41379310051237445	5.243621041367087
WJ4FYQ.p1854	BA.2.86* BA.2.86.X	0.34482758376031203	5.243621041367087
WJ4FYQ.p1854	KP.3* KP.3.X	0.24137930863221843	5.243621041367087
QQCSW7.p1854	BA.2.86* BA.2.86.X	0.6777910494144626	5.514496873223423
QQCSW7.p1854	KP.2* KP.2.X	0.24324299999225982	5.514496873223423
QQCSW7.p1854	JN.1.18* JN.1.18.X	0.03948297375229883	5.514496873223423
QQCSW7.p1854	JN.1.7* JN.1.7.X	0.03948297375229883	5.514496873223423
VBGCPY.p1854	KP.2* KP.2.X	0.5185185084564123	5.738554660067551
VBGCPY.p1854	BA.2.86* BA.2.86.X	0.40740739950146687	5.738554660067551
VBGCPY.p1854	KP.3* KP.3.X	0.07407407263663032	5.738554660067551
C5VA3Y.p1854	KP.3* KP.3.X	0.9999999999999817	5.852255626525767
