sample_ID	lineage	proportion	coverage
YM66DD.p1616	Omicron	0.8571429827599094	10.667825970638397
YM66DD.p1616	Other	0.14285699498634732	10.667825970638397
ME4WRV.p1732	BA.2.75* Omicron BA.2.75.X	0.9999999999996397	5.243621041367087
JS26MJ.p1716	XBB.1.5* Omicron XBB.1.5.X	0.5925929969998012	5.64826271611544
JS26MJ.p1716	EG.5* Omicron EG.5.X	0.40740699998260876	5.64826271611544
V4UX8P.p1732	EG.5* Omicron EG.5.X	0.9464760341453029	6.193358525900411
V4UX8P.p1732	Other	0.0535239496945347	6.193358525900411
FZLKV7.p1600	Omicron	0.9980544698866296	5.842223188308865
FZLKV7.p1600	Other	0.0019455252824300635	5.842223188308865
ZR846F.p1675	XBB.1.9.1* Omicron XBB.1.9.1.X	0.2861016847604643	5.922482694044076
ZR846F.p1675	EG.5* Omicron EG.5.X	0.2257626994218793	5.922482694044076
ZR846F.p1675	XBB* XBB.X	0.21661015755342475	5.922482694044076
ZR846F.p1675	XBB.1.16* Omicron XBB.1.16.X	0.131186433447849	5.922482694044076
ZR846F.p1675	XBB.1.9.2* Omicron XBB.1.9.2.X	0.08847457139506097	5.922482694044076
ZR846F.p1675	Other	0.027457625605363734	5.922482694044076
ZR846F.p1675	XBB.1.5* Omicron XBB.1.5.X	0.024406778315878876	5.922482694044076
ZQP3RF.p1716	XBB* XBB.X	0.999999949033359	11.289837140086279
ZEF38J.p1623	Omicron	0.9999999512979176	13.28294819917734
MC-22-0810.p1552	Omicron	0.9999999913332479	11.256395679363274
A5B3KB.p1616	Omicron	0.9999999460702895	12.403437782162325
22-30172.p1585	Omicron	1.0000000000322875	5.504464435006521
IA-22-0719.p1552	Omicron	0.9999999999973468	7.898873022773635
KUKELP.p1616	Omicron	0.9999998914692884	13.122429187706919
Q65HRE.p1600	Omicron	0.9999999999481834	11.75801759020834
THMRAP.p1700	Other	0.9999999878067337	5.410828344982109
JT-22-17201A.p1552	Omicron	0.9999999999993556	7.129719426144534
HDUZAN.p1732	XBB.1.16* Omicron XBB.1.16.X	0.9999999956990065	11.470421027990502
RB-22-18445.p1552	Omicron	0.9999999982943526	8.33026786610039
NTG9TN.p1716	Other	0.9999997620335248	32.64220981172458
CS9LYQ.p1616	Omicron	0.9999999903914321	11.420258836905996
C6NCNH.p1623	Omicron	0.9761893715871929	30.926662876634452
C6NCNH.p1623	Other	0.023809657417070453	30.926662876634452
CFGMJA.p1716	XBB.1.16* Omicron XBB.1.16.X	0.99999999999997	5.11654349061967
ESBE7K.p1623	Omicron	0.999999996468356	9.591010935357657
ASZN2W.p1623	Omicron	0.9999999893782316	8.520884192221516
Z9L2GB.p1716	XBB* XBB.X	0.999999977650114	9.059291709861887
MC-22-0815.p1562	Omicron	0.9999999999989049	10.112697722636526
TC-22-0712.p1552	Omicron	0.9999999993956658	13.36320770491255
EG2H55.p1732	XBB.1.16* Omicron XBB.1.16.X	0.9999999999992872	5.865632210814969
aftquk.p1623	XBB.1.5* Omicron XBB.1.5.X	0.47899188242374563	16.941444002274018
aftquk.p1623	Other	0.28571393313451043	16.941444002274018
aftquk.p1623	Omicron	0.235293897830269	16.941444002274018
U28WWR.p1647	XBB.1.5* Omicron XBB.1.5.X	0.9999999594591715	5.975989031200883
ZD45AS.p1671	XBB* XBB.X	0.35475567953872617	5.481055412500418
ZD45AS.p1671	XBB.1.5* Omicron XBB.1.5.X	0.3264780529088277	5.481055412500418
ZD45AS.p1671	EG.5* Omicron EG.5.X	0.22365031970919694	5.481055412500418
ZD45AS.p1671	XBB.1.9.2* Omicron XBB.1.9.2.X	0.05398455992980615	5.481055412500418
ZD45AS.p1671	Other	0.0411310932798523	5.481055412500418
R4YVGH.p1616	Omicron	0.9999999528177717	15.677356786944454
MLNWLA.p1600	Omicron	0.9999999935609529	14.968397819616762
RB-22-17204B.p1552	Omicron	0.9999999999999676	11.196201050061866
AGFQRZ.p1616	Omicron	0.9999999850982748	8.55432565294452
DXT27B.p1616	Omicron	0.9999999823365802	8.16306056248537
RB-22-27752.p1562	Omicron	0.9999999999998644	7.915593753135137
K4636M.p1623	Omicron	0.9999999584557293	12.681001906163262
X76258.p1732	XBB.1.5* Omicron XBB.1.5.X	0.7862829510954515	5.671671738621543
X76258.p1732	XBB* XBB.X	0.20344179844706714	5.671671738621543
X76258.p1732	Other	0.010274838305407433	5.671671738621543
RB-22-24935.p1562	Omicron	0.9999999354491726	9.841821890780189
DRYQZU.p1716	XBB* XBB.X	0.8499999935286339	7.1698491790121395
DRYQZU.p1716	XBB.1.5* Omicron XBB.1.5.X	0.13333333231821717	7.1698491790121395
